"Texto","Sarcasmo"
"El accidente de moto que acabó con la carrera del rondeño Melgar","0"
"Los mejores discos de 2017","1"
"El cangrejo ermitaño cambia su concha por un tapón de plástico","0"
"Dar otro piso a cambio será un requisito indispensable para poder alquilar un piso","1"
"Valdano, Borges, Shakespeare","0"
"La Junta revisa y amplía la base de costes de la construcción frente al incremento de los precios","0"
"Morty, Sommer, ella es Kiara, sacerdotisa guerrera cruta buliana de Grutabulón.","0"
"Una nueva era de medicamentos logra penetrar en el cáncer de pulmón más agresivo","0"
"El conservador Mauricio Macri arrebata al peronismo la capital argentina","0"
"La luna: su significado en la carta astral según la psicoastrologia Jungiana","0"
"La mortalidad vuelve a niveles precovid: este año han fallecido 10.500 personas menos de lo esperado","0"
" ¿Qué? Soy hombre y ella es mujer.","0"
"Corbatas colgando de las lámparas y otros trucos para convertir tu casa en un fastidio para Pedro Sánchez","1"
" Esa no es una respuesta, porque no soy la revista Cosmo ¿de acuerdo? Soy tu madre, Soy doctora","0"
"Cobalto 15 da un salto japoperuano: cóctel con ceviche y tartar","0"
"Pagar las facturas a tiempo me ayuda a mantener mi crédito en buen estado.","0"
"Felipe VI pregunta a Mariano Rajoy si al final formó Gobierno","1"
"Una estafa millonaria que terminó en asesinato sacude la industria del cannabis en Uruguay","0"
"La alianza pragmática del odio","0"
"Fideo Ramen: vuelven algunos caldos con septiembre","0"
"Primavera reventona","0"
"Los humanos ya están evolucionando para poder comerse la fruta directamente con el plástico, sin pelarla","1"
"Una estrella va a explotar y podrá verse a simple vista muy pronto","0"
"Dios valora dejar de crear mujeres por el trato que se les da","1"
"Tenerife acogerá un centro de control de satélites de telecomunicaciones tras una inversión de 300 millones","0"
"Medio Ambiente suspende la autorización de la planta de reciclaje de Requena tras 10 días de incendio","0"
"Los creadores de ‘Juego de Tronos’ dicen ahora que el vaso de Starbucks no es un gazapo sino que en el universo de ‘Juego de Tronos’ hay, y siempre ha habido, cafeterías","1"
"¡Que no te roben en casa! Estos son los métodos antirrobo que más triunfan en la actualidad","1"
"Los mejores aires acondicionados portátiles para el verano","0"
"Gibraltar empieza a arrojar españoles al agua","1"
"La presidenta de los arquitectos de España ensalza el oficio como defensor de identidades","0"
"Costa del Sol is a hot destination for the growing trend of 'workations'","0"
"Un arquitecto se declara defraudado porque su hijo no le ha salido gótico","1"
"Fiesta de fin de curso de los talleres de los mayores de Alhaurín de la Torre","0"
"Greenpeace prohíbe llamar «focas» a las focas","1"
"En coma el joven de 18 años atropellado en patinete por una conductora ebria en Estepona","0"
" ¿Es para ti, verdad?","0"
"Amancio Ortega, destrozado de nuevo porque se están vendiendo tazas de El Mundo Today y no es en ninguna de sus tiendas","1"
"La India acoge la literatura española","0"
"La ciencia consigue explicar por qué la luz del pasillo enciende la del baño","1"
"La despensa de Colombia nace en los páramos","0"
"El huracán ‘Idalia’ golpea Florida con vientos destructivos y peligrosas crecidas de agua","0"
"Descubren que doña Rogelia es el cadáver de una anciana que murió en 1957","1"
"España, bronce mundial en waterpolo al vencer a Grecia en el último segundo","0"
"16 muertos y decenas de desaparecidos tras deslizamientos de tierra en Malasia","0"
"Valses, polcas y niñas del coro","0"
"Ferran Palau lanza ‘Plora aquí’, un disco complementado por un corto","0"
"El portal de Belén pasará a llamarse «Vodafone Belén» tras un acuerdo de la marca con el Vaticano","1"
"Manuel Alcántara, honorífico campeón de España de boxeo","0"
"Miserable desagradecido no quiere un chupito invitación de la casa","1"
"«Tuve que incendiar el cubo de las palomitas para calentarme en el cine»","1"
"La inversión conservadora vuelve a la palestra: estas son las opciones que ofrece el escaparate financiero al ahorrador más miedoso","0"
"Muere estampado contra el techo tras pulsar sin querer el botón eyector de su ‘silla gamer’","1"
"El vertido tóxico alcanza una de las mayores ciudades de China","0"
"¿Qué es más rentable, alquilar, comprar o pedirle a un amigo que te deje dormir unos días en su sofá y, poco a poco, quedarte a vivir con él sin que se atreva a echarte?","1"
"¿Cómo explicarle a tu bebé que es calvo?","1"
"Nada como esperar que una relación sea perfecta desde el principio.","1"
"Alemania declara genocidio el Holodomor, el Holocausto ucraniano bajo Stalin","0"
"El cambio climático puede eliminar la sardina y la caballa de la dieta","0"
"Venecia cancela la inauguración del puente de Calatrava debido a las protestas","0"
"Un señor declara el inicio de su periodo de celo","1"
"Los herederos de Mandela enfrentan su mayor prueba en las elecciones de Sudáfrica","0"
"La ciudad china de Harbin celebrá el Festival anual de Nieve y Hielo con increíbles contrucciones gélidas para el deleite de sus visitantes","0"
"Watch the final result as Scottish singer and songwriter invites Gaucín locals to participate in new music video","0"
"Skateboarding - Los perros también patinan","0"
"Qué suerte, siempre hay alguien que te conoce mejor que tú mismo cuando eres famoso.","1"
"Nueva York veta la minería de bitcoin por lo que contamina","0"
"Una pareja decide abrir la relación para poder discutir con otra gente","1"
"Dios se lleva al Papa Francisco quince días para hacerle unos ajustes ","1"
"Plazas de geriatría","0"
"La RAE añadirá soledad a «solo»","1"
"Catorce localidades de la Costa están obligadas a contar con un plan ante posibles tsunamis","0"
"Hoy al jefe se le notan los pezones bajo la camisa, informa un mail colectivo","1"
"«La Ronda Litoral me provocó unos gases terribles»","1"
"Un hombre mata a su mujer y al hijo de ella a tiros antes de suicidarse en Valencia","0"
"Un vampiro solo necesita que le invites a pasar un momento a casa y le enseñes tu última factura del gas","1"
"¿Un arrebato veraniego? Permanecer un buen rato mirando un cromo","0"
"Terror en Moscú","0"
"Francia se lanza a una campaña electoral exprés con la extrema derecha en cabeza","0"
"Feijóo acusa (otra vez) sin pruebas para engordar el ‘caso Begoña Gómez’","0"
"Tengo novio. Está bien, no quiero ser maleducada, es solo que no quiero confundirte así. Lo entiendo. Quiero decir, agradezco su ayuda con el festival, pero tengo novio.","0"
"Los expertos difunden una lista de cosas que hace tu cuñado y que están contribuyendo a cargarse el mundo","1"
"10 fechas para recordar quién era Martin Luther King","0"
"Atentado en Luanda","0"
"“Buscamos que el objeto en sí sea sexo puro”: la lámpara de diseño hecha con tangas, calzoncillos y medias","0"
"El torneo nacional Ciudad de Málaga reunirá a 210 gimnastas en el pabellón Queipo de Llano","0"
"Este guionista ha asesinado a cuatro personas para que Netflix le produzca una serie","1"
"Sánchez llama a la comunidad internacional a detener “el sufrimiento insoportable” de la población de Gaza","0"
"¡Al fin! Ausonia ha creado unas compresas con misiles que disparan a cualquier hijo de puta que te diga mierdas durante esos días","1"
"No, tonto. Si vamos a seguir saliendo, quiero un compromiso.","0"
"Miles de fans viajan a Murcia para conocer el lugar donde se rodó Chernobyl","1"
"Marcos Tavío: un cocinero en busca de los orígenes del sabor canario","0"
" Vaya. Mía. ¿Qué tal está?","0"
"El aeropuerto de Málaga marca un nuevo hito: conectar con 154 destinos","0"
"“Toda la planificación urbana del mundo es para los coches; la gente no importa”","0"
"Monet en primera persona","0"
"Irene Montero consulta OK Diario deseosa de saber en qué medida es responsable del golpe en Brasil","1"
"Estos son los jugadores convocados por Lopetegui para el Mundial de Rusia","1"
"Un vigilante en el espacio","0"
"Nada dice diversión como esperar horas a que todos decidan qué hacer.","1"
"Inglaterra se estrena en la Eurocopa con una victoria ante Serbia","0"
"Dios y Satán quedan para pegarse","1"
"No, Steve puso ese recuerdo en tu cerebro para vivir en su casa, comer su comida y multiplicarse. Podríamos estar infestados. Así que debemos estar al tanto de cualquier personaje absurdo y caricaturesco que aparezca.","0"
"Capturan a un exhibicionista que se desnudaba emocionalmente en la puerta de la Facultad de Psicología","1"
"Un plan local para los que odian las actividades turísticas","0"
"Napoleón","0"
"Bush vincula la reducción de gases de efecto invernadero al crecimiento económico de EEUU","0"
"Asediados por las compañías de créditos rápidos en Pakistán","0"
"Los guardianes de la auténtica pizza napolitana (la madre de todas las pizzas)","0"
"Sindicato Médico exige al SAS más plantilla ante el «escandaloso déficit» en primaria","0"
"Escalada contenida","0"
"De Carlos V a Dashiell Hammett y Humphrey Bogart: 500 años de historia del codiciado halcón maltés","0"
"Antonia San Juan vuelve a ganar todos los Goya en la gala que celebra cada año en su cabeza","1"
"Reyes Magos: así funciona el reparto de regalos más grande del mundo","1"
"El Gobierno despoja a Franco de la Medalla al Trabajo: “Su mérito fue violar los derechos humanos”","0"
"Raptada, apuñalada y golpeada: la atribulada vida de la Venus de Velázquez","0"
"Ayuso reformula la reforma del Hospital La Paz: Doble superficie y junto a la UAM","0"
"Cómo convertir tu patinete eléctrico en una autocaravana para toda la familia","1"
"Tendencia financiera 2024: la banca ofrece servicios más éticos y sostenibles","0"
"Hola, Mariano","0"
"Un brote en Chengdu fuerza la vacunación de emergencia de dos millones de chinos","0"
"Cinco trucos de toda la vida que no sirven para nada para quitar manchas de la ropa","1"
"Casa 1736, la central DH Palencia y el Camping de Alfacs entre los galardonados con los Premios FAD de arquitectura e interiorismo","0"
"Hans Kluge: “La próxima pandemia puede estar a la vuelta de la esquina. Hay que estar preparados para gestionar lo inesperado”","0"
"Suiza no ve terrorismo en Tsunami Democrátic (por tercera vez)","0"
"Los hackers se retiran porque no pueden hacer nada desde que la gente tapa la cámara del ordenador con esparadrapo","1"
"Descubren un árbol analfabeto que da mondarinas","1"
"La Junta amenaza con ir a  los tribunales por las cuencas hidrográficas","0"
"Cantos de sirenas","0"
"Cientos de catalanes quedan atrapados por accidente en un gigante lazo amarillo de Moebius","1"
"De Málaga a Irlanda con el Mundial en la diana","0"
"El auge de desplazados climáticos lleva a muchos jóvenes a enfocar su futuro profesional en la atención a los migrantes: “Necesitan un respaldo digno”","0"
"‘Mi reno de peluche’: Una víctima real de abusos se confiesa","0"
"Todo lo que necesitas saber sobre el Ramadán","1"
"La tumba de Karl Marx en Londres, atacada con un martillo","0"
" Le dije que aguantaba 10 olas y creo que entendió mal.","0"
"El Vaticano envía a Marte el rover ‘Jesuschrist’ para evangelizar al resto de robots que hay en el planeta","1"
"Sánchez plantea quitar al Poder Judicial el nombramiento de jueces del Supremo ante el bloqueo del PP","0"
"Los testamentos solidarios lograron 54 millones en donaciones, un 33% más","0"
"Sí. Casi siento que quiero apoyarlo esta vez.","0"
"Más allá del sushi","0"
"Miles de personas participan en una jornada para acercar la dermatología a la población","0"
"Los siete mejores rincones de tu casa donde esconder a tu amante si eres Juan Carlos I","1"
"La NFL admite relación entre el fútbol americano y posibles daños cerebrales","0"
"Un «pecador impecable» que aspira «a la nada»","0"
"Nuria Amat recrea en 'Amor infiel' la poesía de Emily Dickinson","0"
"Retiran una empanada de un popular supermercado por un grave error en el etiquetado","0"
"El viaje con escolta de dos deportistas de Burkina Faso para competir y representar a una región tomada por los yihadistas","0"
"Marie Curie Nurses","0"
"La heroica resistencia del mejor kebab de Madrid","0"
"Wembanyama roza el cuádruple-doble, pero sucumbe ante Jokic","0"
"Estos son los adornos más populares del árbol de Navidad este año","1"
"Compañero de oficina siempre hace doble clic aunque no sea necesario","1"
"Carrera olímpica del golf español en el US Open","0"
"Las empresas se tendrán que hacer cargo del coste de los divorcios derivados del teletrabajo","1"
"Logan Roy despide de HBO al creador de ‘The Wire’ por participar en la huelga de guionistas","1"
"Mérida tendrá un ‘Julio César’ con Mario Gas y Peris-Mencheta","0"
"La silla vacía","0"
"El hospital de Estepona suma los servicios de oftalmología y anestesiología","0"
"Porque si no, no está aquí. Alguien a quien no deben matar. Destruirán este lugar intentando matarme. Y mientras vivas, no importa dónde, siempre y cuando no sean una selfie con Morty, seguiré aquí.","0"
"El Unicaja da un paso más para fortalecer su proyecto con la renovación de Melvin Ejim","0"
"JAÉN Un comité examina la Facultad de Topografía","0"
"Fajitas: un plato mexicano que nació en Texas","0"
"Me gusta cuando podemos reunirnos después del trabajo para charlar y relajarnos.","0"
"Trucos para que los ladrones entren a robar en casa del vecino que te cae mal","1"
"Puente de Qingdao","0"
"Toni Kroos sale por la chimenea","0"
"«Cómo ha crecido este niño», dice una anciana pellizcando la Torre Eiffel","1"
"Tres nuevos centros municipales de promoción de la salud","0"
"El 50% de la electricidad en España la gastan niños apagando y encendiendo los interruptores","1"
"Aparece en Alemania una carta de Beethoven de 1823","0"
"Diez frases de Paulo Coelho para convencer al casero de que baje el precio del alquiler","1"
"Fin de semana de alivio en el calor tras los primeros 40° del año en Huelva y Córdoba","0"
"Un camarero lleva diez años sirviendo mesas de la terraza del bar de al lado","1"
"Sánchez afea a Abascal su visita a Netanyahu para ""animarle con los bombardeos""","0"
"'Moonrise', el yate del cofundador de WhatsApp, atraca en Málaga","0"
"Este viernes organizamos una reunión en casa de uno de mis amigos.","0"
"Rosalía, obligada a comprar bragas en el mercadillo porque vendió las suyas a Inditex","1"
"Pedro Sánchez recupera su cargo de dependiente en la planta de caballeros de El Corte Inglés","1"
"El Madrid sufre ante el Tenerife, pero gana y defenderá el liderato contra el Unicaja en Málaga","0"
"Por qué podemos dar positivo en el test de alcoholemia sin haber bebido alcohol","0"
"Leila Guerriero: “No hay que ponerse en el lugar del otro, hay que cotejar lo que cuenta”","0"
"Los fondos de escritorio de un trabajador reflejan el horror con el que convive a diario en la oficina","1"
"Indira Gandhi cesa a su Gobierno","0"
"Un hombre se queda fuera de la España que madruga por solo cinco minutos","1"
"La UE adelgaza su lista de paraísos fiscales: salen Bahamas, Belice, Seychelles y las Islas Turcas y Caicos","0"
"“Juego de Tronos” 6×12: La travesía del desmadre","1"
"Más difícil todavía sobre hielo","0"
"El reciclaje en España está en manos de asociaciones y ONG","0"
"Las efemérides más destacadas del 06 de junio","0"
"La obsesión por el lujo de la red que saqueó 2.000 millones de dólares de Petróleos de Venezuela","0"
"“Si no hay brazos, no hay sobacos”, dice la publicidad del nuevo desodorante Axe, que es una sierra mecánica","1"
"Tecnologías que erigen bosques inteligentes","0"
"Benzodiacepina para la ansiedad y el insomnio: uno de cada 10 andaluces es ya consumidor crónico","0"
"Descubren a un señor excavando un túnel para escapar del planeta Tierra","1"
"El mar sufre un exceso de acidez","0"
"Cinco trucos para deshacerte de los pelos naranjas que ha dejado el anterior inquilino de tu nueva casa","1"
"Malasia entierra a las víctimas del corrimiento de tierra cerca de Kuala Lumpur","0"
"La construcción inteligente 'made in Málaga' cumple 20 años","0"
"Despiden a dos empleados de Loctite porque se estaban pegando","1"
"El largo viaje de Bing Xing y Hua Zui Ba","0"
"Ya lo dijo Mark Twain","0"
"Man chokes to death while eating a sandwich in a bar in Valencia","0"
"Namibia, el equipo fijo del Mundial de rugby que solo sabe perder","0"
"Un fan de Juego de Tronos se enamora de una fan de Breaking Bad","1"
"El Banco Europeo inspecciona 100 obras escolares paralizadas","0"
"Los aspirantes republicanos afianzan el liderazgo de Trump haciéndolo el centro del segundo debate","0"
"Mitos y verdades sobre cómo limpiar la vulva para mantenerla saludable","0"
"Las peticiones de fondos europeos para rehabilitación duplican las actuaciones comprometidas con Bruselas","0"
"Emplasto de rana con mercurio, mano de santo para los picores testiculares en el Siglo de Oro","0"
"A la espera de un peritaje para reclamar los desperfectos a la constructora","0"
"El PSOE exige que se pida disculpas a María Gámez tras la exoneración de su marido","0"
"Qué bien, otro pase directo al rival, ¡qué gran jugada!","1"
"Sobriedad inglesa, sofistificación norteamericana y colorismo nipón en el Primavera Sound","0"
"Estas son las cinco «Escape Room» más populares","1"
"«El sentido del humor brilla por su ausencia en la política»","0"
"Unos ejecutivos aprovechan la luz de un proyector para contar historias de miedo financiero","1"
"El Tribunal Constitucional obligará a todos los catalanes a torear","1"
"Haciendo gala de una cortesía fuera de lo común, Ángel Gabilondo ya ha llamado a Ayuso para felicitarla","1"
"Las lluvias ya dejan en Cataluña pequeñas inundaciones y granizadas","0"
"McDonald's pierde el derecho exclusivo a utilizar la marca 'Big Mac' en la Unión Europea","0"
"Goethe mantuvo un ""amor prohibido"" con su mecenas, según un experto","0"
"La India pone a prueba su nuevo protagonismo mundial en el G-20","0"
"Miguel Ruiz Montañez: «Se habla de Colón y Hernán Cortés, pero fueron las mujeres las que construyeron América»","0"
"Intermón arroja médicos al Tercer Mundo desde un helicóptero","1"
"Botas de nieve para mujer forradas y antideslizantes para el invierno","0"
"Obliga a dos empleados a desafiar las leyes de la física al pedir un informe “para ayer”","1"
"La Junta licita por 6,3 millones el nuevo instituto de Las Lagunas","0"
" ¿Hacer qué? Estoy siendo amable.","0"
"Pakistán, un país repartido entre dos dinastías políticas","0"
"Mamá insiste en llamar «gastrobar» a la zona del mármol que hay en un extremo de la cocina","1"
"Villarejo presenta la «Guía Villarejo de  restaurantes de España»","1"
"Beatriz abandonó la cueva 8 días porque se rompió un router","0"
"Una espesa nube negra y morada cubre España indicando un posible auge de Podemos","1"
"Fiyi desafía las jerarquías del rugby","0"
"Leonardo (DiCaprio) será Leonardo (da Vinci) en una película biográfica","0"
"De Hendaya a Anglet: entre dos paraísos surferos en el País Vasco Francés","0"
"Alerta en varias ciudades de India tras los atentados de ayer en Ahmedabad","0"
"Inversión y tecnología a favor  del conocimiento y la buena salud","0"
"Dos de cada tres españoles alquilan pisos de lujo para las videollamadas del trabajo","1"
"Esta es la semana más barata para viajar este verano","0"
"Cuando el “cine sinvergüenza español” llegó al límite: 40 años de la película más indescriptible de nuestra historia","0"
"El Real Madrid casi protagoniza una remontada histórica y casi gana un sextete","1"
"El Estado de Nueva York sufre la peor tormenta de nieve de su historia","0"
"Un gordo de origen desconocido aparece siempre en las celebraciones de la oficina en las que hay comida","1"
"Arqueólogos encuentran vestigios del último penalti pitado en contra del Barça","1"
"Ángel Acebes, imputado por una cosa que seguro que no sabía que estaba haciendo","1"
"El juez Peinado responde a Sánchez que «ninguna ley» paraliza una investigación en periodo electoral","0"
" Este es vuestro nuevo compañero, Jake.","0"
" Entonces ve al baño.","0"
" Escúchame.","0"
"El poderío de Wiley, peligro este miércoles en Turquía","0"
" ¿Quedarte aquí?","0"
"Nada como sentir que ganas dinero solo para devolverlo al banco.","1"
"12 cosas que toda persona con vagina debería saber","1"
"El alza de la inflación eleva la presión para subir más el sueldo de funcionarios, pensionistas y la persona que escribe este artículo","1"
"Audiencias: Antonio García Ferreras grita al cielo retándolo a que le envíe más elecciones","1"
"El 'módem cerebral' que ayudará a personas con discapacidad","0"
"Así sí que era esa mierda del principio. Una introducción que he compuesto yo mismo.","0"
"La fábrica del mundo se agrieta","0"
"Atrápalo, el gran termómetro del ocio, aún está tibio","0"
"Completamente agotados, Sánchez, Iglesias y Rivera suplican a Rajoy que gobierne de nuevo","1"
"Todo lo que necesitas para ponerte en forma practicando deportes de contacto","0"
"La NASA dedica uno de sus centros
a Neil Armstrong","0"
"Un piloto con miedo a no volar se niega a aterrizar","1"
"La Grúa Espacial Internacional se lleva la Estación Espacial Internacional","1"
"El Gobierno regulará el racismo","1"
"Renfe regalará a los pasajeros del vagón silencioso unos auriculares que susurran","1"
"Qué suerte, siempre es tan fácil encontrar a la persona perfecta... en tus sueños.","1"
"La FIFA prohíbe los partidos amistosos “porque luego los jugadores no se llaman para quedar”","1"
"Qué crema comprar si tienes dermatitis atópica","0"
"Weekend Beach Festival Torre del Mar ultima los preparativos para su nueva edición","0"
"Adiós 2016, ¡y hasta nunca!","0"
"El PSOE aguanta gracias a la fortaleza de Cataluña y constata su debilidad en Andalucía","0"
"El fantasma de Churchill","0"
"Retráctate ahora. Dame, dame eso. No, no. No quise no quise hacer eso. Lo siento.","0"
"Los cambios de compañía de telefonía fija alcanzaron en febrero el máximo histórico","0"
"Cataluña detecta tres brotes de tos ferina en el Vallès","0"
"Una pareja unida es aquella que supera juntos los obstáculos de la vida.","0"
"Detenido un matrimonio por falsificar los controles de calidad en la construcción","0"
"Estrógenos SA: el gran negocio en torno a la menopausia","0"
"La Fonera, un router sencillo y social","0"
"Aqualia resalta su gestión digital y eficiente en el Congreso AEAS","0"
"Un español indignado con el Tribunal Europeo planea salir de Europa ingresando en Cataluña, que saldrá de Europa cuando se independice","1"
"La ganadería española pone freno a la contaminación","0"
"Crean una crema contra las quemaduras solares que te hace resbalar y no te deja salir de casa para ir a la playa","1"
"Siete frases de Rambo V con las que conseguir que tu compañero de piso lave los platos y aspire el salón","1"
"Un muerto y varios heridos por «fuertes turbulencias» en un vuelo de Singapur Airline procedente de Londres","0"
"Nueva sentencia sobre interinos: la justicia madrileña rechaza hacerlos fijos","0"
"¿Ÿousand? Bueno, es un poco mayor.","0"
"Tres nuevos restaurantes muy esperados en Madrid (y alguna otra nueva pista)","0"
"La lucha por el rebote resultó decisiva","0"
"Vuelca un camión tras chocar contra la mediana a su paso por Alhaurín el Grande","0"
"Sorprenden a Pedro Jota corrigiendo la edición de hoy de El Mundo con un boli Bic rojo","1"
"Con las dinámicas actuales de consumo, no habrá nada en la nevera el viernes","1"
"Muere un joven de 27 años tras precipitarse desde un acantilado en Nerja","0"
" Es simple. Me subo, grito “tiburón” y me bajo.","1"
"16 cosas que hacemos, sin querer pero queriendo, los introvertidos que adoramos estar siempre a solas y con el cadáver de nuestra madre en el sótano","1"
"Cómo hacer buenas fotos aunque la reina Letizia se meta en medio","1"
"La quiebra del turoperador alemán FTI arroja sombras sobre el récord turístico de Canarias","0"
"Madre en silla de ruedas dice que es la primera vez que se sienta en todo el día","1"
"La UME luchará contra los incendios forestales con un dron terrestre que suple el trabajo de diez soldados","0"
"Esperanza, nueva palabra rusa en la Pequeña Odesa","0"
"¿Qué queda al margen de la inteligencia artificial?","0"
"La superluna azul y la tiranía del click","0"
"Localizado el 'Villa de Pitanxo' en aguas de Terranova","0"
"Tecnología de última generación al servicio de un planeta más sano","0"
"¿Cabello teñido o seco? Esta es tu mascarilla para el pelo","0"
"El Supremo respalda que se incluya en los contratos de alquiler una cláusula que impida ser prorrogados","0"
"Si no sabes cómo comértelo, empánalo","0"
"El Ayuntamiento de Madrid propone el Día sin Coches Conducidos por Gilipollas","1"
"Una pareja se compra una segunda cama para poder poner en ella todos sus cojines","1"
"Las reservas marinas protegidas ayudan a frenar el cambio climático","0"
"Dazn compra los derechos de la Euroliga a partir de 2019","0"
"Cae al suelo un niño valorado en cinco mil euros","1"
"Estos son todos los países finalistas de Eurovisión 2024 tras la segunda semifinal","0"
"Avísa al presidente.","0"
"Paco Vázquez y aquella 'canasta fantasma' con el Unicaja","0"
"El Hospital Sant Joan de Déu recibe 60 millones de euros de Amancio Ortega para investigar enfermedades raras","0"
"Arrimadas gana las primarias para convertirse en la futura pareja de Malú","1"
"Ultraviolenta, cruel e incómoda: cómo una película llamada ‘Saw’ se convirtió en un fenómeno del siglo XXI","0"
"Varios atletas galos pudieron infectarse en octubre en Wuhan","0"
"Prohibido reírse de Stalin","0"
"Apertura a la baja en las bolsas de Singapur y Kuala Lumpur","0"
"‘Una estela salvaje’, de Kathryn Schulz, memorias de una familia donde no pasa nada","0"
"Una frágil y temblorosa esperanza","0"
"La evolución del Huracán, el superdeportivo más versátil de Lamborghini","0"
"Juego de Tronos 6×08: Debate a cuatro","1"
"Feliz Navidad. A trabajar. ¿Oye, por qué tienes que ser tan engreído? No es necesario. ¿Esto a es divertido hasta que es tu turno, no?","0"
"La Razón regalará a sus lectores los órganos internos de Pablo Iglesias","1"
"Florentiago Bernapérez: cómo Florentino Pérez mejoró la obra de Santiago Bernabéu","0"
"El renacimiento otoñal del liberado Dimitrov","0"
"Si. No, en desacuerdo. Porque crees que tendrás la selfie y te irás.","0"
"Diez hitos de la historia de Twitter","1"
"El 'monstruo americano', el jefe de Policía amigo de EE UU que mató y secuestró a cientos de afganos en Kandahar","0"
"Mazón lamenta el ""brutal y ""desgarrador"" crimen de Benaguasil","0"
"Un mosquito vuelve a casa de una víctima para pedirle perdón cinco meses después de haberla picado","1"
"Un abogado del ‘caso Barbate’ recusa a la jueza por llevar una pulsera de la Guardia Civil","0"
"Pon un Escorpio en tu equipo (o no)","0"
"Éxtasis de Unai Aguirre en la caldera de Zagreb","0"
"Martin Scorsese, indignado al enterarse de que la gente escucha sus notas de audio al doble de velocidad","1"
"Podemos pide un voto «valiente» para defender la sanidad y la educación pública","0"
"Una nueva normativa obliga a los veganos a recordar cada cinco minutos que son veganos","1"
"Una abuela ninja consigue poner bufanda a 15 niños sin ser vista","1"
"Tras años maniobrando en la superficie de Marte, la NASA logra aparcar bien al Rover Curiosity","1"
"Actor porno se pasa un año arreglando televisores para prepararse un papel","1"
"Presidenta Corts lee el artículo 2 de la Constitución al inicio del pleno con críticas del PSPV","0"
"Imprescindibles de Calcuta: paseos, monumentos y gastronomía en la ciudad insospechada","0"
"Cómo reformar tu casa con poco presupuesto","1"
"Gibraltar's National Day celebrations cancelled","0"
"Seat presenta un coche híbrido que funciona a gasolina y empujones","1"
"¿Cómo le va a tu abuelo impostor, mejor conocido como el diablo?","0"
"No, la cuota es fija.","1"
"Datlight, la empresa malagueña pionera en crear la tecnología LiFi","0"
"Mozart suena en los suburbios de Luanda","0"
"Los españoles, entre lágrimas, siguen imitando a Chiquito ocho horas al día tras el fallecimiento del cómico","1"
"El lado humano de George Washington, en las sobremesas de la primera cadena","0"
"El dueño de Women’secret lleva media hora en el baño revisando el nuevo catálogo","1"
"Parte de guerra de la última jornada de la Liga","1"
"El Gobierno apoya organizar la Ryder Cup de golf de 2031 en Girona pese al rechazo de la Generalitat","0"
"¿Dónde han ido a parar los ‘heavies’?","0"
"El reservado de la discoteca Aguacate’s, a la espera de ser declarado Reserva de la Biosfera por la Unesco","1"
"Los mejores ‘smartwatches’ LTE para estar conectado sin necesidad de llevar el móvil","0"
"Dibujos de gladiadores y cazadores hechos por niños en las paredes, el último descubrimiento en Pompeya","0"
"El Gobierno invertirá 1000 millones en antivirus homeopáticos","1"
"El desafío soberanista de Cataluña obliga a Rajoy a salir media hora tarde del trabajo","1"
"Shakira declara desde Miami en la segunda causa por fraude fiscal y acusa a Hacienda de “presiones”","0"
"Fallecen tres policías atropellados en las protestas de un grupo islamista en Lahore (Pakistán)","0"
"Condenan a una madre austríaca a 20 años de cárcel por torturar a su hijo en una jaula para perros","0"
"Nunca hablo a basura, Hombre Pepinillo. Esto solo puede terminar con uno de nosotros muerto. Y yo nunca he muerto.","0"
"Cuando la ciudad es un organismo vivo y cambiante","0"
"Los belgas lamentan que Puigdemont aún no haya aprendido el idioma","1"
"Messi fuerza al Real Madrid a rendirse y abandonar el fútbol para siempre","1"
"Alberto González: «Estoy en una nube; no tengo palabras para expresar lo que siento»","0"
"Desarticulado un grupo criminal vinculado al robo de cobre que paralizó Rodalies el día de las elecciones catalanas","0"
" No tiene gracia.","0"
"Pablo Casado escenifica el seu gir cap al centre estripant el carnet de Vox","1"
"El romanticismo de Chaikovski alza el telón del Liceu","0"
"Evita las rozaduras en los muslos con estas cremas de uso diario","0"
"Desembarco del Unicaja en el Campeonato de Europa FIMBA de veteranos","0"
"Un vaquero para cada tipo de cuerpo: ¿qué pantalón te sienta mejor?","0"
"La trama que saqueó PDVSA pagó 19 millones de dólares al abogado de la compañía","0"
"Así hemos contado la victoria de España frente a Irlanda del Norte en el partido de preparación rumbo a la Eurocopa","0"
" ¿Perdóname por hacer una estupidez de pregunta, pero por qué está siendo estúpido?","1"
"No hagas eso.","0"
"Llega a España el nuevo Red Bull Light sin azúcares ni cocaína","1"
"Los mejores talentos en el escaparate de la Eurocopa","0"
"Nace IntERKit, una herramienta para mejorar el diagnóstico de la Enfermedad Renal Crónica","0"
"Un aterrorizado Rajoy cree que ahora debe enviar viñetas cada semana tras mostrar su apoyo al lema “Je suis Charlie»","1"
"Muerde a una ‘stripper’ porque empezó a comer la tarta sin esperar a que ella saliera","1"
"No solo no va bajar el IVA de los productos de higiene femenina sino que el Gobierno tendrá que subirlo porque acaban de sacar unos tampones y unas compresas cubiertos de oro y cristales de Swarovsky","1"
"Microsoft admite que no puede cerrar Hotmail porque hay «unos cutres» que siguen usando el servicio","1"
"El TJUE aclara hasta cuándo se pueden reclamar los gastos hipotecarios de una vivienda comprada antes de 2019: notario, registro y tasación","0"
