text,label
"Lohmann, lo digo aquí, es un gran erudito.",0
"Usan la voz modulada, muy musical, elevando y bajando la voz, intercalando cantos.",0
"Yo, desde mi altura de ocho años, le veía majestuoso.",0
"Hemos sustituido una semana de vacaciones en la playa, sin hacer nada, por un fin de semana en el que aprovechamos para hacer un cursillo de buceo de 10 horas.",1
"Hasta que, al fin, ya con el sol muy bajo, las cosas empezaban a salir de sur letargo.",1
"Cuando el maestro se dirigía hacia el mapamundi, nos quedábamos atentos como si se iluminase la pantalla del cine Rex.",0
"Por ejemplo, los jóvenes, en el transcurso de su juventud, pueden encontrar un empleo y seguir viviendo en su casa familiar (porque no les alcanza para independizarse o porque prefieren vivir con sus padres) o experimentar la vida en pareja y quizá volver después a «la casita de los viejos».",1
"Pero hay un aspecto tal vez más importante de la revolución móvil y es el hecho de que, en muchos países en vías de desarrollo.",1
Ojalá llegue la hora de la reconstrucción y la reconciliación.,1
"El ministro de Agricultura, Alimentación y Medioambiente ha pedido la colaboración de todos, ya que, según ha dicho, ""debemos ser prudentes y actuar antes de que se produzcan incendios de gran gravedad, como los del año pasado"".",1
"No es así: lo único que se le debe exigir es que distinga entre moral y política, y que, sin quitarles necesariamente la razón moral a sus antepasados, les quite la razón política.",0
"Esta mujer, desprovista de las armas que en el pasado le dieron una dimensión diferente a la que le daba su rol tradicional y envuelta ahora en la complicada trama de recomponer su vida afectiva, familiar y laboral, se ve ahora enfrentada a un mundo que le sigue siendo hostil.",1
"A 400 kilómetros al noreste de la capital, en las prefecturas de Miyagi y Fukushima, la situación es mucho más dramática.",1
"La influencia de la publicidad en la configuración de los referentes valorativos es ejercida en la medida en que, en la traslación de una determinada visión del universo juvenil, enfatiza un cierto tipo de valores (presentistas, pragmáticos y hedonistas), que benefician los objetivos de la publicidad: favorecer el consumo de bienes y servicios, estimulando el interés y el deseo por los mismos.",1
Me llevo muy bien con mis compañeras.,0
"La Musicoterapia es una profesión emergente y poco conocida en España, pero ya es impartida como formación reglada en estudios de posgrado de diversas universidades y centros privados.",1
"- Otro 15% se completa con carnes y pescados (preferentemente más pescado que carne), que nos aportan proteínas.",0
"No será, cuál los álamos cantores que guardan el camino y la ribera, habitado de pardos ruiseñores.",1
Parecían paradojas sin sentido.,1
"Por otro lado, los programas actuales, más que instancias que busquen mejorar los resultados de académicos e instituciones, parecen mecanismos de supervisión y control, basados en la desconfianza mutua entre gobierno o instituciones, y entre las instituciones y sus acndémicos.",1
"Lo que distingue a esta de los numerosos sucedáneos de Dan Brown es el peso del pensamiento, de las ideas de fondo.",1
"Lara es la prima de Marta y. por eso, muchas veces tenemos que quedar con ella.",0
"Además, parece que el piso no existe!",0
"En octubre de 1835, el HMS Beagle (贝格尔号), buque de investigación británico, echó ancla（锚） en las Galápagos.",1
"¿Qué hay de malo en rendir en el trabajo, si ser productivos hace que nos sintamos bien y mejor valorados?",0
Su método se basa en la grafoterapia.,0
"Ante estas circunstancias, se propone recuperar sus viejos conocimientos de música y su colección de violines con el objetivo de ofrecerse a dar clases en un instituto.",1
El fracaso de las negociaciones y las amenazas de muerte forzaron a la escritora a abandonar el país.,1
Son las famosas boinas que coronan las grandes ciudades y están formadas por contaminantes dañinos para la salud.,1
"La triste realidad es que, en la gran mayoría de los casos, esta ayuda no va a parar a las bocas de los hambrientos a quienes se quiere ayudar, ni a los enfermos devorados por las pestes y sin hospitales, no a los campesinos sin semillas ni tractores, sino a los bolsillos sin fondo de los jefezuelos militares y caudillos de facciones que, cuando no se la roban y la regresan a los bancos occidentales donde tienen sus cuentas privadas, se la gastan en comprar armas para entrematarse a fin de conquistar el poder o eternizarse en él.",1
"Después de ese cambio generacional, pantalla y papel van a poder competir de forma justa.",1
Varias veces comentamos un hecho curioso: la única prueba confiable del talento es sentir que el texto ha sido escrito por otro.,1
También me gusta trabajar con niños.,0
"Sin embargo, en esta etapa inicial, la mayor parte de las acciones provienen de las estructuras tradicionales, y esto es lógico, pero también es lógico preve una incorrecta evolución si la educación virtual tiene que depender de la educación tradidonal para su desarrollo.",1
La iniciativa no solo tuvo una buena acogida sino que además reafirmó en Cristina el convencimiento de que mejorar la cultura científica en nuestro país y fomentar las vocaciones es una necesidad urgente.,1
"Los atroces índices de pobreza, que avanzaron al galope durante los gobiernos de Menem y Fernando de la Rúa y que alcanzan ahora a dos tercios de la población, hicieron que el país recuperara la sensatez geográfica.",1
De entre las actividades que normalmente desarrollamos en nuestra vida diaria hay dos que destacan por el número de horas que nos ocupan: dormir y trabajar.,1
"El pensamiento excesivo, por el contrario, resulta nocivo porque afecta a nuestra capacidad para obtener respuestas y soluciones a nuestros problemas, produce desmotivación y genera nuevos problemas, nos bloquea en una posición repetitiva que acaba alejando a nuestras amistades y familiares (que aun apoyándonos en un principio acaban siendo presas del mismo agotamiento impotente) y, finalmente, puede arruinar nuestra salud física y emocional.",1
"Como viaje de fin de curso, queríamos hacer una ruta por Marruecos, así que contratamos un viaje con Surman-Tours.",1
Me refiero a nuevas y muy utilizables formas de escritura y publicación.,1
En caso de un ingreso urgente solo es necesario facilitar el nombre y el teléfono de la institución médica donde va a ser atendido para que nuestros representantes encargados del servicio al cliente inicien el procedimiento de pago directo.,1
La mayor aportación de las lenguas indígenas al español se plasmó en una herencia léxica que refleja la visión del mundo que tenían los pueblos originarios.,1
"No hay unas normas establecidas del feminismo, y eso lo complica todo, los roles cambian para abrirse en un abanico casi infinito de posibilidades"".",1
"Diversos estudios epidemiológicos parecen demostrar que un consumo moderado de vino previene la aparición de la enfermedad del Alzheimer, cuando se compara con el consumo de bebidas como la cerveza o con otras bebidas alcohólicas.",1
María José tiene 30 y es ingeniera química.,0
"Diez años más tarde, en 1873, apareció en California, en 1875 en Australia, y en 1880 en África del Sur, transformándose en una catástrofe de carácter mundial.",1
"Sin embargo, Messeguer tiene claro que la iniciativa solo es un escalón más en la política de esta firma, donde la innovación no solo se busca ""en el desarrollo de los productos, sino también a la hora de gestionar el grupo humano"".",1
"Si la permanencia es más prolongada y en plan familiar, hay departamentos nuevos, de diversos tamaños, y casas en barrios residenciales.",1
Su intención era convertirse en una alternativa a WhatsApp y ofrecer algo que esa plataforma de mensajería no tenía: un grado mayor de confidencialidad.,1
"Muchos espanoles vuelven a conectarse de camino al centro laboral, en el coche o en el autobús.",1
"Por primera vez en treinta años, Montevideo recibe una obra clásica en su versión original.",1
"El edificio tendrá 9000 m?, seis salas con distintos ambientes y un aforo de unas 4000 personas.",1
"Luego, con el tiempo, crecí y comprendí que a mí no me gustaban las corridas de toros, que me parecían demasiado brutales; pero por entonces, en el ambiente taurino, y desde dentro, yo solo percibía una especie de romanticismo legendario, la proeza del reto, el coraje de afrontar el beso de la muerte cada tarde.",1
"Antes de la aparición de Internet, Jorge Lu Borges imaginó la biblioteca de Babel, don se almacenaban todos los libros existentes en t laberinto interminable de galerías hexagonale Hoy, en la era digital, cada año se genera mi información que la existente desde que comenz a escribirse la historia de la humanidad.",1
"En 1902 el vino comenzó a pagar altos impuestos, lo que hizo disminuir la producción.",0
"Esta madrugada, antes de la salida del sol, se dio por extinguido el incendio.",1
Nuestra programación será sometida regularmente a la opinión de los espectadores.,1
Los profesores no pueden enseñar lo que no saben.,0
"Estos precios son una burbuja, como existió la burbuja inmobiliaria.",0
"Si no tienes una caja de transporte, no es mala idea comprar una, pues es importante que viaje seguro.",0
"Una excelente investigación realizada por el sociólogo Andrés Canteras Murillo y el INJUVE, titulada Sentido, valores y creencias en los jóvenes, resulta más que útil para tomarle el pulso a nuestra capacidad para creer en lo mágico y lo misterioso.",1
"La campana, enmarcada bajo la etiqueta #MenosCarneMásvida, busca concienciar a los ciudadanos sobre los efectos del elevado consumo de carne en la salud y la cantidad de emisiones de gases invernadero que provoca la ganaderia intensiva.",1
No es un empeño fácil.,0
Es como un dogma religioso.,0
"Las figuras ejemplares lo son por razones mediáticas, pues la apariencia ha reemplazado a la sustancia en la apreciación pública.",1
"La audiencia sabe que el mundo cambia cada minuto, y un medio electrónico que refleja esos cambios en tiempo real genera cercanía.",1
"Nick Hornby, otro estimado escritor que recientemente ha lanzado dos nuevas obras, ha asegurado que esta vez decide apostar por el libro digital y serán publicadas exclusivamente para e-readers y vendidas conjuntamente.",0
"Roberto era un amigo atento, pero odiaba las relaciones públicas.",0
"En todas las comunidades autónomas se ha recortado la aportación a estos centros formativos,a la creencia de que es una edu-ación no necesaria.",1
"la antiquísima tradición, declarada de Interés Turístico Nacional en 1976, se basa en un pregón en verso que resume manera irónica los acontecimientos del año y que se recita en esta localidad pesquera de la costa asturiana el 29 de lio, día de la festividad de su patrón San Pedro.",1
"Trabajar cuatro días a la semana, manteniendo el salario y también la productividad, ya es posible en España.",0
"Eso sí, cando me pregunto a mí misma si volveré a encontrar a alguien, me doy cuenta de que mis exigencias son mucho mayores.",0
"Actualmente se ofrecen cursos sistemáticos profesionales, cuya (140) meta principal es la preservación (保存) y estudio de uno de los lugares más encantados del mundo para el beneficio de toda la humanidad.",1
Yo tenía una reunión importantísima al día siguiente.,0
¿Cuál será el sello de la comunicación digital?,0
"La profesión se ha adentrado en la precariedad y el subempleo, con el peligro de arruinar el prestigio social y la idea de calidad inherente a la misma.",1
"- Los accidentes de aviación están cubiertos si la persona asegurada se halla a bordo de una aerohave provista de un certificado vigente de buen estado para la navegación aérea, pilotada por una persona en posesión de permiso válido para el tipo de aeronave de que se trate.",1
"Según esos resultados, se encontraron fuertes correlaciones entre la cantidad de grasa saturada y colesterol en la dieta, los niveles de colesterol en la sangre y el porcentaje de muerte por enfermedad cardiovascular.",1
Desde ese momento no volví a sentarme en la borda después de las cinco de la tarde.,1
"En forma de homenaje póstumo, he seleccionado esta biografía del profesor Fernández Álvarez, en la que nos lega su concepción de la forja de una nación.",1
"La única manera de deener la inmigración es que México, Centro y Suramérica comiencen a ofrecer a sus masas paupérrimas mejores oportunidades y esa esperanza de mejora y promoción que los ""hispanics"" encuentran en Estados Unidos y que es el gran incentivo por el que tienen que romperse los lomos trabajando día y noche, en lo que se presente.",1
Alemania sería capaz de marcar dos goles más por medio de Schürle y terminaría dominando ante un equipo rendido y humillado.,1
Estos efectos a largo plazo no han sido analizados.,0
"El método de conversión de energía basado en este material está en las fases tempranas de su desarrollo, pero puede acabar teniendo un gran protagonismo en la generación de electricidad respetuosa para el medio ambiente, a partir de las fuentes de calor residual.",1
"Al principio intenta ganarse su confianza utilizando los métodos tradicionales, pero fracasa tan estrepitosamente que no tendrá más remedio que recurrir a otras fórmulas.",0
"La música es estupenda, e incluye una canción de Gloria Estefan, que interpreta también un pequeño papel.",0
"Y, como consecuencia, lleva adelante una política exterior que le dé seguridades en su entorno, especialmente en el Pacífico.",0
"Aquí me acerqué por primera vez a la enseñanza de manera real y esto me abrió las puertas a nivel laboral, pues comencé a trabajar inmediatamente como profesor de español.",1
Los resultados revelan que la tendencia hacia el equilibrio que encontramos a lo largo de trece años es insuficiente y los manuales siguen reflejando una cultura donde la mujer se encuentra en un segundo plano con respecto al hombre.,1
La discusión entre medios electrónicos y medios impresos es propia de una generación acostumbrada a leer en papel y forzada a aprender a leer en pantalla.,1
"Hay personas que consiguen sobreponerse al terrible impacto de un atentado terrorista, de una agresión sexual, de la pérdida violenta de un hijo o de una relación traumática de pareja y descubren de nuevo, sin olvidar lo ocurrido, el valor de la existencia y la alegría de vivir.",1
"Una vez firmado, siempre se ha de proporcionar al trabajador una copia del mismo.",1
Son de origen volcánico y surgieron de erupciones（喷发）en el océano.,1
Es un arte parasitario.,0
Me dejé llevar por la curiosidad y me fui con él.,0
PaTa explicar este sentimiento hay quien apunta al recurso fácil de la envidia como gran vicio del ser humano.,1
La antigua Gades fenicia y Gadir romana vive su época de máximo esplendor cuando en el siglo XVII se hace con el monopolio del comercio de ultramar.,1
Y eso que la gama de campamentos de verano es ahora interminable.,1
¡Uf! Casi suspendo... La verdad es que las mates de este año son superdifíciles y el profe es un rollo.,0
"Es un portal con recursos relevantes para el estudio de temas sobre desarrollo y medio ambiente: catálogos de bibliotecas, bibliografias, proyectos de investigación, listas de correo electrónico y organizaciones relevantes para el sector.",1
Casi se había muerto de vergüenza.,0
"Lógicamente, tiene que ser un país que tenga selva tropical y, si es en Centroamérica, mejor.",0
"Mañana, pasado mañana y aun dentro de cuatro días, tendría suficiente experiencia para saber que los tiburones son unos animales puntuales: llegarían un poco después de las cinco y desaparecerían con la oscuridad.",0
Lo que más me molesta es que el portal inmobiliario donde vi el anuncio no ha hecho ni caso de mis reclamaciones.,0
Y allí tomó la decisión más audaz: Singapur sería independiente.,0
Llegamos con el tiempo justo al aeropuerto y ya habían empezado a embarcar.,0
"Ante estas situaciones, encontraba un remedio eficaz: contar cuentos.",0
Europa estaba en dificultades.,1
"Una respuesta, como lo demuestra Allan Hobson en su obra maestra Los 13 sueños que Freud nunca tuvo, es el simple hecho de despertar y pensar en nuestros sueños.",0
¿Por qué razón —pensaba ella— el amor de los primeros años parece que se olvida?,0
Asegura que es una aficionada a las nuevas tecnologías.,0
"Constantemente nos vemos obligados a vestir a nuestros muertos, a despedirlos, a procurarles residencia como es debido, a recordarlos.",0
Llevaba exactamente 24 horas en la balsa.,0
Y lo hicimos.,0
"«Aunque sea por necesidad, la caza tiene que realizarse con unos límites y respetando las normas; este tipo de personas, sea cual sea la razón por la que se convierten en ilegales, son delincuentes y dañan la imagen de cazador legal», explica José María Mancheño, presidente de la Federación Andaluza de Cazadores, que cuenta con 17000 asociados en la provincia de Málaga.",1
"Lo peor de todo es que, llegados a este punto, podemos tomar decisiones equivocadas basándonos en esos pensamientos negativos.",0
"Posteriormente, la Ley Seca (prohibición de vender alcohol alrededor de los años 20) de Estados Unidos hizo que esta disminución de la producción fuera aún mayor.",0
"Se cree, por ejemplo, que toda el agua que se toma en la noche de San Juan es beneficiosa para la salud y algunas personas se bañan desnudas esa madrugada en ríos o en playas de su región.",1
: la actividad puede realizarse tanto de pie como sentado; lo importante es mantener la espalda recta.,0
Cuenta con unos 10 millones de hablantes.,1
"Pero tampoco habrá buenas empresas, hablando desde un punto de vista económico, si no incorporan en el núcleo duro de su funcionamiento la defensa de los derechos humanos.",1
"La península en la que se encuentra ubicada, en plena costa atlántica andaluza, ha sabido conservar un importante legado histórico fruto de su importancia comercial junto a excelentes playas y una exquisita cocina regional.",1
"La lenta delicuescencia de lasfronteras, la expansión del mercado y la homogeneidad técnica -en una palabra, la globalización han estimulado la reaparición de las identidades culturales que apenas ayer parecían ahogadas.",1
"El lamentable despropósito del referéndum convocado por Cameron es, sin duda, el mayor error de un líder político democrático en las últimas Plécadas.",1
"En medio de ese panorama ideológico, los reclamos de los mapuches o aimaras son vistos como un reclamo subverivo que comprometería nuestra seguridad y existencia.",1
El Grupo Municipal Socialista anuncia que recurrirá ante los tribunales la nueva ordenanza contra el ruido porque obliga a los padres a pagar las sanciones que se impongan a sus hijos menores.,1
"En esta parte, además de superar las típicas inseguridades y entrar en contacto directo con la realidad de la enseñanza, se ponen en práctica los conocimientos metodológicos.",1
"En cuanto a la parte práctica, la experiencia de tener un grupo de estudiantes real me asustó al principio, pero poco a poco se convirtió en un hábito y me ayudó mucho a organizar una clase, teniendo en cuenta el tiempo, nivel y número de alumnos.",1
"El espacio electrónico no se reduce a Internet; tecnologías tales como el teléfono, radio, televi-sión, dinero electrónico, redes telemáticas, constituyen algunas de las TIC que generan e impulsan el desarrollo del espacio electrónico.",1
"Vino después la campaña ""Time's up"" (Se acabó), millones de mujeres en todo el mundo alzaron la voz y de repente sonaron todas las alarmas en los despachos del Ministerio de la Masculinidad.",1
"Para verificar que la señal se debe a un planeta (y no a un fenómeno de variabilidad de la estrella), se necesitan observar al menos tres tránsitos, lo que prolonga la tarea de confirmación.",1
"Hizo de todo, lo intentó todo excepto una escuela de escritura, y sin embargo, cuando aquel horario frenético se fue depurando (变得纯粹), reteniendo lo esencial para apartarse de lo superfluo (多余的), la escritura se convirtió en el eje de su vida (71).",1
"Normalmente solo se relacionan con otros chicos, y las chicas les producen sentimientos contradictorios, incluso de rechazo en algunos casos.",1
"La primera está encaminada a formar músicos especializados, proporciona los conocimientos técnicos necesarios al músico profesional, se da en escuelas especializadas donde se imparten asignaturas propias de la carrera (armonía, contrapunto, instrumentos, etc.).",1
"Era su forma, algo ingenua y muchas veces cruel, de preservar su independencia.",0
"""Las patatas vinieron de América', le dije a mi madre a la hora de comer, cuando me puso el plato delante"".",0
"Lo educativo está en el ojo del huracán, debemos ""aprender a aprender, conocer cómo se conoce, cambiar en el cambio....",1
"El ejemplo más evidente lo encontramos en Londres, donde un inframun-do de desesperados convive con la opulencia de la City.",1
"Aquella información instantánea y carente de contexto, que busca llamar la atención y conmover al receptor, termina logrando lo contrario: la disfunción narcotizante de la que hablaba Paul Lazarsfeld, uno de los teóricos pioneros de las ciencias de la comunicación.",1
"Muchas veces sucede que las peculiaridades gramaticales del inglés, que figuran en un manual estadounidense importado, se explican o enseñan como si fueran las del español.",1
Las estadísticas nos dicen que una persona normal cuenta una media de tres mentiras por cada diez minutos de conversación.,1
"Dicho esto, debo decir también que si Plataforma 0,7% lograra su objetivo y España dedicara ese porcentaje de la riqueza que produce a ayudar a los países pobres, la suerte de éstos no cambiaría por ello de manera significativa.",1
"Ahora ya no busco un lugar donde fichar, sino un proyecto más grande donde realizarme como ser humano.",0
El clima es un sistema complejo que ha variado a lo largo de la historia por causas naturales.,1
"Nos encontramos en una etapa de transición, una transición tecnológica, pero sobre todo una transición generacional.",1
"Se limitaba a vigilarnos todo el día, disminuyendo nuestra creatividad y motivación.",0
"Proponemos reemplazar el recuento curricular por una evaluación de carácter diagnóstico, en la medida en que se lleve a cabo como un ejercicio de reflexión colectiva, de retroalimentación y de intercambio entre colegas que asumen el papel de interlocutores y no de jueces.",1
Para ello deberá hacer clic allí donde Eduline pone a disposición del usuario esta opción en la interfaz de usuario del servicio en cuestión.,1
Pero lo peor es que el sueldo tampoco es gran cosa.,0
"De la manera en la que nos colocamos al desarrollar cualquier actividad depende que nuestro cuerpo se encuentre bien o, por el contrario, que se resienta y nos alerte con señales de dolor de que algo no está bien.",1
"En segundo lugar, las urnas hacen más evidente la ruptura entre los territorios del reino.",1
"En esos casos, ante el miedo o la vergüenza de ser descubierto, la respiración se acelera, el tono de voz cambia, el color de la cara se acentúa, el parpadeo aumenta, los ojos se mueven y, sin embargo, los gestos disminuyen en un intento de concentración verbal.",1
¿Y quién dispone de ese tiempo?,0
"El objetivo de este trabajo es dar a conocer algunos de estos signos, sus funciones y cómo han de enseñarse en el aula.",1
"Estos, cuando los vieron vestidos con elegantes trajes luminosos, enseguida pensaron que eran dioses y los obedecieron.",0
"En este tipo de prácticas existe el riesgo de reacciones alérgicas y de contraer enfermedades graves, por lo que toda precaución es poca.",1
Otra ventaja de la banca electrónica es su mayor información y transparencia.,1
"Ah, y lo mejor es leerlo tranquilamente, los domingos, con el desayuno.",0
Sobran razones para celebrar la narrativa de Bolaño.,1
"«Existe el juicio verbal para cuando la cantidad es inferior a 2000 euros que nos permite acudir sin abogado ni procurador y ofrecemos gratuitamente unos modelos de demanda con la jurisprudencia en los isque solo faltan los campos de nombre, DNI, causa de la demanda... También ofrecemos el servido de asesoramiento jurídico antes o durante el proceso en el que además de la cuantia cobrada de más se puede exigir indemnización por daño moral, por las molestias ocasionadas... Por eso es tan importante tener copia de las quejas presentadas, para que el juez pueda ver que nos hemos quejado y la empresa no ha hecho nada».",1
"El petrolero, más largo que dos campos de fútbol, transportaba 77000 toneladas de crudo pesado y maloliente desde San Petersburgo hasta un destino sin determinar, porque la carga no había sido vendida.",1
Yo creía que el feminismo era lo contrario al machismo porque nadie nos explicó nunca lo que significaba.,0
"En principio, todo contrato de trabajo es indefinido y de jornada completa, salvo que en el contrato de trabajo se establezca lo contrario.",1
"Como tragedia y como farsa, los fantasmas redentores del poder y el dogma siguen rondando la vida latinoamericana.",1
"En la Inglaterra victoriana se consideraba que si unos novios recién casados se encontraban con un gato negro, esto simbolizaba prosperidad en el matrimonio.",0
«Soy una persona hipertecnológica y creo que el libro digital trae muchos avances.,0
"Cuando controlas el horario de tu gente, pones de manifiesto que no confías en ellos.",1
"No nos han quedado indicios de arquitectu-ra, aunque podemos suponer que algunas de las cuevas hicieron las veces de santuarios.",1
"La segunda (educación musical) se da en todas las enseñanzas y juega un papel fundamental en la formación integral del individuo, no solo en las actividades especificamente musicales, sino también en la ampliación de su percepción general, visual y auditiva favoreciendo el estado emocional, el desarrollo físico y la capacidad creadora.",1
"Parte de nuestro éxito es que solo contratamos a personas maduras emocionalmente, capaces de generar su propia motiva-ción, que no esperan a que los demás las motiven y las hagan felices.",1
"Además, creo que cuando compartes tu vida con alguien, ya no tienes que pensar solo en ti, sino en la familia que has creado.",0
"en lugar de estar sola, preferira estar bien con alguien.",0
"Piaget nos dice que la información facilita la capacitación de la adaptación a situaciones nuevas, vamos insertándo.",1
Entonces algunos economistas demostraron que los ajustes fiscales podían tener efectos expansivos si lograban crear expectativas suficientemente positivas para el sector privado.,0
Para las empresas somos simples números con los que conseguir aumentar las ganancias.,1
"En el momento de entrar a formar parte de una organización, la relación con la empresa debe formalizarse mediante un contrato de trabajo y es el empresario el que debe informar sobre las condiciones de prestación de la ejecución laboral, así como de los elementos esenciales del contrato.",1
"La idea de moratoria estaba muy asociada a la preparación dentro del ámbito escolar, razón por la cual las nociones de juventud se correspondian con las imágenes de estu-diantes, sobre todo de la educación secundaria.",1
"Todo era muchísimo más veloz y ordenado de lo que me había imaginado, era totalmente distinto a cualquier sistema que hubiera visto antes.",0
"Los editores españoles han manifestado su intención de defender la reducción del IVA ante la UE, una postura que Sinde considera lógica.",1
"Al penetrar en las vías respiratorias, estos fragmentos nos dañan por dentro.",0
Y para lograrlo solo hay un camino: conocer tus buenos y tus malos momentos.,0
"Los movimientos que realizamos no deben ser amplios, sino cortos.",0
Me dijo que vivía en Holanda y que solo podía enseñarme el piso el día 15 de este mes.,0
Lo más ilustrativo para mostrar estas diferencias es el mundo de los periódicos.,1
Te sientas sobre los talones.,0
"Se celebra también en algunos países de América Central, asi como en muchas comunidades de los Estados Unido donde existe una gran población mexicana y centroamericana.",1
"La agencia acaba de anunciar que entre los candidatos examinados podrían estar ya los primeros planetas de tamaño terrestre, si bien situados en zonas aún no convenientes para ser habitables.",0
Punta del Este ha vivido un desarrollo espectacular del turismo desde 1907.,1
"Y otros, como Brasil, México, Colombia o Perú, necesitarán incrementar el 0,1% anual del PIB durante más tiempo.",0
"alisarse la ceja, pasarse la mano por la boca, acariciarse una oreja o manosearse el pelo... pueden dar muchas pistas.",0
"Para una persona entre 70 y 75 la cifra es aún mayor, de 223.183 libras.",1
El sistema de franquicia permite a un comerciante vender productos de una marca reconocida manteniendo su independencia comercial.,1
"Entre los primeros grandes maestros hay que destacar, entre otros, a los compositores cubanos Nilo Menéndez, Gonzalo Roig y Ernesto Lecuona, al puertorriqueño Rafael Hernández y, sobre todo, al mexicano Agustín Lara.",0
"Tenemos más de dos meses en verano, dos semanas en Navidad y una semana en Semana Santa.",1
"«Y si no lo hacemos, esto se quedará así otro par de siglos"".",0
"Las condiciones meteorológicas, sin embargo, fueron favorables a la extinción: el viento era casi inexistente y, poco después de llegar la dotación de bomberos de Pinilla, una fuerte lluvia ayudó a que el fuego no se propagara.",1
Me costó mucho aprender a leer.,0
Apoyas las manos en el suelo a la altura de los hombros y levantas la parte superior del cuerpo.,1
El propio artista nos explica que: «Conforme nos vamos transformando como sociedad a través de los tiempos va cambiando nuestra forma de ver las cosas.,1
"IERCERA - El contrato comenzará a regir a partir del día uno de noviembre del presente año, concertándose el arrendamiento por el plazo de UN AÑO.",1
"Hacerse estas preguntas permite encontrar un lugar propio en el paisaje de los medios, donde conviven la pantalla y el papel.",1
"Hace dos años, mi novio y yo fuimos de vacaciones a Nueva York.",0
"Sin embargo, el accidente se convirtió en un desastre.",1
"Roberto Bolaño, escritor y amigo imprescindible, se ha vuelto leyenda.",0
"Se me replicará que en los países democráticos existen jueces, tribunales y leyes que amparan los derechos civiles a los que las víctimas de estos abusos pueden acudir.",1
"Los mapuches no quieren ser tratados como proletarios necesitados de ayuda, menos aún como marginales.",0
¿Significa eso que es peor que la tinta electrónica?,0
"Y Carlos Menem se ofreció a mediar en las guerras del Cercano Oriente y asoció a Argentina con todas las aventuras bélicas de Estados Unidos, con el cual mantenta relaciones carnales.",1
"Ese sistema se perfeccionó durante el siglo xix y ha dado lugar a un deporte que se ha popularizado mucho durante el siglo xxI y que, desde 2016, es una nueva categoría olímpica de deporte de vela.",1
Ese fue mi abuelo.,0
"Esta identificación con los modelos juveniles fortalece en los jóvenes la vivencia de ""normalidad"", un elemento central en la cultura juvenil, intimamente ligado a los procesos de integración social.",1
En las escuelas Waldorf el alumno y el maestro desarrollan un vínculo muy fuerte.,0
"Pero el análisis del impacto que la publicidad tiene en el universo cultural de los jóvenes no puede realizarse de forma descontextualizada, al margen de los procesos sociales y culturales generales que se están viviendo en la sociedad española.",1
La primera es que la tecnología posibilitó que el mundo no se dividiera entre quienes no tenían nada y los que poseían todo.,0
Mi mujer tiene un trabajo que la obliga a cambiar de residencia a menudo v a veces tiene jornadas laborales muy largas.,1
"Como mi padre salía muy temprano para su trabajo, el hombre que quedaba en casa era mi abuelo.",0
"47 de la Ley del Deporte, tiene la obligación de tomar parte en todas las competiciones internacionales para las que sea seleccionado por el director técnico, así como en los campeonatos nacionales de su especialidad y categoría, en la prueba por la que haya conseguido la beca, salvo autorización expresa y justificada de la dirección técnica.",1
"Rechaza a la gente, que para ellos es igno-rante.",1
"Su hermana y esposa, Mama Ocllo, enseñó a las mujeres a coser y a hacerse cargo de las labores domésticas.",1
"Tras su periodo de exilio en México, volvió a su país en 1989, cuando el M-19 abandonó sus armas y se convirtió en un partido legal.",1
"Sí, Lee Kwan Yew fue pragmático, asiático y autocrático.",0
En el campo de la energía será muy difícil empecinarse en la continuidad del actual despropósito; no es imposible elucubrar cambios radicales en los medios de transporte.,1
"Además, me sirvió para aprender de primera mano sobre sus tradiciones y mitología, que siempre me habían interesado muchísimo.",0
"Conduce con cuidado: frenazos, acelerones y el sonido del claxon le sientan fatal.",1
"Si viajas con compañeros o con tu jefe, en muchas ocasiones no te queda más remedio que pasar ratos con ellos, cuando tal vez no te apetezca.",1
La Parte Tres pone su mirada hacia el rumbo por donde avanza la arquitectura ecológica en su lucha con la urbanización global.,1
Ésta ha constituido (134) un laboratorio viviente para los científicos de todas las épocas.,1
"Y dice también el psicólogo Jordan B. Peterson que ""hay una crisis de la masculinidad porque se culpa a los hombres por el mero hecho de serlo"".",1
"Los hallazgos ponen fin a un debate de hace mucho tiempo sobre si los ARV podrían proveer un beneficio doble, al tratar al virus en pacientes individuales al tiempo que simultáneamente se reducían las tasas de transmisión.",1
Pero fueron suficientes.,0
"discurso, en verso y en pixueto, va dirigido a San Pedro.",1
"Ya en 1942, sin embargo, el país caminaba por un rumbo equivocado y llegaría el momento en que ni siquiera los argentinos sabrían en qué lugar del mundo estaban.",1
Los que hicieron Wikipedia por amor al arte son capaces de hacer cualquier cosa: por amor al arte.,1
No hay democracia sólida que no esté basada en un acuerdo mínimo acerca de su origen histórico.,1
"Es una de las seis cunas de la agricultura mundial ; el único país americano que alcanzó la ganadería; el que produjo Culturas admirables cuando nuestros vecinos eran sólo cazadores nómalas, horticultores seminómadas o quietos sedentarios; el que forjó el único Imperio al sur de la línea ecuatorial en toda la redondez del globo; el Virreinato más importante del Nuevo Mundo; la República más avanzada del medio siglo anterior; el país latinoamericano con mayor cantidad de héroes.",1
"Este nuevo haz se caracteriza por una mejor definición del momento de extracción de los protones que lo originan, al disponer de paquetes de partículas de unos 3 nanosegundos de duración separados por hasta 524 nanosegundos.",1
