title,url,ingredients,steps,uuid
Deleitate con un Omelette a la margarita,https://www.recetasnestle.com.co/recetas/omelette-a-la-margarita,   ½ cucharadita de aceite vegetal (2 g)      1 huevo (50 g)      2 cucharadas de CREMA DE LECHE NESTLÉ® Light (30 g)      1 cucharada de queso mozzarella rallado (10 g)      2 hojas de albahaca fresca cortada en tiras delgadas(1 g)      1/2 cucharadita de orégano seco (1 g)      2 rodajas delgadas de tomate sin piel (30 g)      1 vaso de MILO en leche descremada (210 ml)      1 tajada de pan (28 g)      1 manzana mediana (180 g)  ,"    1.  En una sartén calienta el aceite a fuego medio por 2 minutos, aparte en un tazón, bate el huevo con la CREMA DE LECHE NESTLÉ® Light, hasta integrar bien.                  2.  En una sartén, con el aceite caliente, agrega el huevo batido y cocina a fuego lento por 1 minuto, agrega el queso, la albahaca, el orégano y las rodajas de tomate en una de las mitades, con la ayuda de una espátula plana cierra la omelette con la otra mitad, deja cocinar por 30 segundos más y retira del fuego.                  3.  Sirve la omelette con 1 tajada de pan, 1 taza de manzana roja cortada en trozos y el vaso de MILO®             ",478be96d-b16d-48cb-8f0f-da82191a648d
Guarapo Costeño,https://www.mycolombianrecipes.com/es/guarapo-costeno/,7 tazas de agua ½ libra de panela Jugo de 3 limones o a tu gusto.,Combine el agua y la panela en una olla mediana. Llevar a hervir y dejar cocinar durante 15 minutos. Dejar enfriar y añadir el jugo de limón. Mezclar bien y colocar en la nevera. Servir con cubitos de hielo.,c0ba1c50-6e3a-425b-a959-decce91b4e93
Croquetas de quinoa y queso,https://www.recetasgratis.net/receta-de-croquetas-de-quinoa-y-queso-53101.html,1 taza de Quinoa cocida 1 unidad de Huevo 1 taza de Harina (140 gramos) 1 taza de Miga de pan ½ taza de Queso parmesano rallado 1 pizca de Pimienta,1 Para la receta de croquetas de quinoa lo primero que debes hacer es alistar todos los ingredientes. 2 Batir el huevo agregar sal y pimienta al gusto. 3 Agregar el queso rallado y revolver. 4 Agregar la quinoa. 5 Agregar la harina para formar las croquetas. Para ello forma pequeñas bolas y reserva. 6 Por último pasamos las croquetas por la miga de pan y nos aseguramos que nuestras bolas queden bien apretadas. Freír en abundante aceite caliente hasta que estén bien doradas. 7 Servir las croquetas de quinoa y degustar con una rica salsa tártara casera. Si te gustó esta receta o tienes alguna duda déjanos tus comentarios.,c302ed37-7fbf-49a1-869a-c0b62c3b0e85
Caldeirada gallega de pescado,https://www.recetasgratis.net/receta-de-caldeirada-gallega-de-pescado-22021.html,500 gramos de Merluza 1½ unidades de Cebolla 5 unidades de Patata 5 dientes de Ajo 1 chorro de Aceite 1 hoja de Laurel 1 pizca de Pimentón dulce 1 pizca de Pimienta blanca 1 chorro de Vinagre,"1 Para empezar a preparar la típica caldeirada gallega, lo primero que debes hacer es lavar, pelar y cortar las patatas en rodajas más o menos gruesas. La cebolla córtala en gajos. 2 Cuece las patatas y la cebolla en un cazo con agua hirviendo y sal. Deja al fuego hasta que las patatas estén ligeramente blandas pero sin llegar a deshacerse. 3 Para preparar la salsa ajada, saltea todo en una sartén y luego tritura todo junto hasta que se integren los ingredientes. El resultado debe ser una pasta homogénea de color ligeramente rojizo. 4 Cuando ya estén casi listas las patatas, añade los trozos de pescado a la olla y deja cocer unos dos minutos más hasta que todo esté en su punto. Recuerda que el pescado debe estar previamente salpimentado. 5 Pasado este tiempo, retira la olla del fuego y desecha el caldo de la cocción, conservando solo una pequeña parte en el fondo del cazo, con un par de dedos será suficiente. 6 Añade la salsa ajada a la olla y remueve. Vuelve a poner la caldeirada al fuego con una llama medio-baja para que la salsa ligue. Continua con la cocción un par de minutos más. 7 Disfrutas de la caldeirada de pescado con un poco de pan de pueblo. Esta receta es uno de los platos más típicos de la cocina gallega, una receta sencilla que puede hacerse con cualquier tipo de pescado que sea de cocer, ya sea blanco o azul.",e4bd1bd8-a8a9-43c3-8036-48cdb0778152
Sopas de Ajo,https://www.recetasgratis.net/receta-de-sopas-de-ajo-17587.html,pan de hogaza de varios dias 4 diente ajo 4 ud. huevo 1 l. agua sal aceite de oliva pimentón del bueno,"1 En el mortero se machacan los dientes de ajo y la sal. 2 Cuando estén bien machacaditos se echa el aceite en el mortero muy caliente. 3 En una cazuela habremos puesto el agua a calentar. 4 Cuando esté caliente se echa el contenido del mortero y se dejar hervir unos 3 minutos. 5 En una cazuela de barro individual se habrá picado el pan en finas láminas y ahí se hecha la cuarta parte de agua con los ajitos. 6 Por último, se le añade el huevo. 7 Esperar 5 minutos a que repose y servir. 8 El huevo se puede hechar entero o batido para que se cuaje más, al gusto de cada uno.",9b011ef2-6444-4015-b8da-e8ef87d85355
SARDINAS EN SALSA DE ALBAHACA,https://www.recetasgratis.net/receta-de-sardinas-en-salsa-de-albahaca-29686.html,1 docena de sardinas medianas (sin cabeza y destripadas) 5 tomates rojos 2 cebollas 1 diente de ajo 1 vasito de vino oloroso 4 cucharadas de aceite de oliva Perejil Albahaca 1 cucharada de azúcar 2 cucharadas de queso parmesano 2 cucharadas de pan rallado Sal Pimienta,"1 En una sartén con aceite rehogar las cebollas picadas y el ajo prensado. Lavar los tomates y cortarlos en trozos medianos; triturar en un pasapurés y añadir la pulpa obtenida a la cebolla. 2 Mover con una cuchara de madera y sazonar con sal, azúcar y pimienta. Dejar cocer 45 minutos a fuego muy suave y entonces dejar enfriar. 3 Lavar las sardinas por dentro y por fuera y secar con un paño de cocina. Picar unas hojas de albahaca y una rama de perejil y espolvorear sobre las sardinas. 4 Regar con el vino oloroso y salpimentar ligeramente; reservar en la nevera. 5 Cubrir ligeramente el fondo de la besuguera con salsa de tomate y colocar una capa de sardinas. 6 Repetir la operación y espolvorear la última capa de tomate con el pan rallado y el queso. Introducir en el horno precalentado a 200° C durante 20 minutos, hasta que quede bien gratinado.",0df920fd-a2cf-40cf-9309-8f89028ba804
Pastel de chocolate,https://www.recetas.com/receta-de-Pastel-de-chocolate-6363.html,"Ingredientes 2 tazas de 1 y 1/4 de tazas de 1 taza de harina de fuerza 1/2 taza de 1/2 cdta. de bicarbonato de soda 4 huevos, poco batidos 1 taza de suero de leche 1 cdta. de esencia de vainilla Pizca de sal 300 gr. de 300 gr. de Chocolate blanco, para servir 2 tazas de azúcar 1 y 1/4 de tazas de harina blanca1 taza de harina de fuerza1/2 taza de cacao en polvo1/2 cdta. de bicarbonato de soda4 huevos, poco batidos1 taza de suero de leche1 cdta. de esencia de vainillaPizca de sal300 gr. de mantequilla derretida300 gr. de chocolate negro, troceado finoChocolate blanco, para servir "," Pastel de chocolate Precaliente el horno a 150°C. Unte con aceite o mantequilla derretida un molde redondo para tortas, hondo y de 23 cm de diámetro, y forre la base y las paredes con papel parafinado. Ponga el azúcar en un cuenco grande y agregue las harinas, el cacao y el bicarbonato tamizados. Haga un hueco en el centro. Por otro lado, mezcle los huevos, el suero de leche, la esencia de vainilla y la sal. Con una cuchara de metal, incorpórelo al centro del cuenco y remueva hasta obtener una mezcla homogénea. Añada la mantequilla y el chocolate y mézclelo todo bien. Vierta la mezcla en el molde y nivele la superficie. Hornee durante 2 ó 2 y 1/2 horas o hasta que, al insertar una brocheta en el centro del pastel, ésta salga limpia. Déjelo en el molde hasta que se enfríe y vuélquelo sobre una rejilla (este pastel se agrieta por arriba). Con un cuchillo de sierra, córtele la capa superior. Dé la vuelta al pastel y colóquelo en una rejilla dispuesta sobre una bandeja forrada con papel. Vierta todo el glaseado sobre el pastel y alise por encima y los laterales con un cuchillo de hoja plana. Déjelo reposar y, luego, páselo con cuidado a una bandeja de servir. Sírvalo en porciones, acompañado con nata montada y decorado con tiras de chocolate blanco. Para preparar el glaseado, mezcle el chocolate y la nata en un cazo pequeño. Caliéntelo a fuego lento, sin dejar de remover, hasta que se deshaga el chocolate y la mezcla quede fina. Retírela del fuego y déjela enfriar. ",07a91dae-e795-4e15-b221-9345f20a7d69
Vieiras rellenas de merluza y gambas,https://www.recetasgratis.net/receta-de-vieiras-rellenas-de-merluza-y-gambas-57127.html,500 gramos de Gambas 500 gramos de Vieiras 2 filetes de Merluza 1 unidad de Cebolla blanca 3 tazas de Leche (720 mililitros) 2 cucharadas soperas de Harina de trigo 2 cucharadas soperas de Mantequilla 2 dientes de Ajo 10 gramos de Perejil 150 gramos de Queso mozzarella 150 gramos de Queso parmesano 1 copa de Vino blanco 1 pizca de Sal 1 pizca de Pimienta negra,"1 El primer paso para realizar este entrante navideño es prealistar los ingredientes de la receta. Es preferible que adquieras las vieiras con el caparazón para poder servirlas ahí mismo y mejorar la presentación del entrante. No obstante, si solo puedes conseguir el fruto no te preocupes, te enseñaremos a cocinarlo igual. 2 Primero vamos a preparar la bechamel base. Entonces, lleva una olla honda a fuego medio, agrega la mantequilla y una vez derretida adiciona la cebolla blanca finamente picada con los dientes de ajo enteros. 3 Adiciona la harina de trigo para espesar la salsa base y deja dorar durante algunos minutos. 4 Agrega la leche, una taza de agua, laurel y tomillo. Adiciona también sal, pimienta negra al gusto. 5 Una vez que la bechamel esté espesa, agrega media copa de vino y deja reducir. Retira del fuego. 6 Corta la merluza en cuadros pequeños. 7 Para seguir con el relleno, lleva una sartén a fuego medio, agrega una cucharadita de aceite de oliva, adiciona las vieiras, gambas o camarones y la merluza en cuadros. 8 Agrega sal y pimienta al gusto. 9 Adiciona el perejil fresco y desglasa la preparación con la otra mitad de vino que teníamos reservado y apaga el fuego. 10 Lo ideal es utilizar el capararzón de las vieiras para rellenarlo y servir este entrante ahí. De manera que, lávalos bien. Si no has podido conseguir las vieiras con caparazón y solo has obtenido el fruto, engrasa refractarias individuales. 11 Mezcla la preparación de gambas y merluza con la salsa bechamel y rellena los caparazones de las vieiras. Recuerda que si no has podido conseguirlos, puedes distribuir la mezcla en las refractarias individuales. 12 Espolvorea el queso mozzarella y el queso parmesano por encima para darle un toque de sabor. Precalienta el horno a 180ºC y hornea las vieiras rellenas entre 5 y 8 minutos, hasta que observes que el queso está gratinado. 13 Retira del horno y espolvorea si deseas un poco de perejil fresco por encima. Las vieirias rellenas de gambas y merluza son ideales para servir a modo de entrante navideño o en cualquier ocasión especial. Si quieres, puedes completar tu aperitivo con unos rollitos de salmón ahumado y volovanes de pollo.",e7b6814b-6ab3-4b3c-9070-463123dacce2
Albondigas con tomate,https://www.recetas.com/receta-de-Albondigas-con-tomate-1793.html,1 kg. de carne de ternera picada2 huevos3 cdas. de pan ralladoHierbabuenaMejoranaPerejil1 cebolla pimiento rojo1 zanahoria1 pastilla de caldo de pollo o vegetal tomates maduros grandes1 ajo pequeño1/2 vaso de vino blancoSal ," Albondigas con tomate Preparación: Mezclar en un bol la carne picada junto con el pan rallado, la hierbabuena, la mejorana, el perejil, los huevos, sal y pimienta. Mezclar bien durante unos minutos y formar albóndigas. Saltear en una sartén con un poquito de aceite la cebolla. Agregar luego el pimiento, la zanahoria y el tomate (todos cubeteados), y dejar rehogar unos momentos. Agregar el vino blanco y dejar que se evapore el alcohol. Añadir entonces el caldo (disuelto en 250 ml. de agua) y 1/2 cdta. de azúcar.Dejar cocer a fuego bajo hasta obtener la consistencia deseada en la salsa. Pasar las albóndigas por harina y freírlas en abundante aceite caliente. Retirar y agregarlas a la sartén con la salsa.Dejar unos minutos para que tomen sabor.",350479d6-2d08-4f46-be52-d8b04c6fed24
Escalopines de cerdo a la pimienta,https://www.recetasgratis.net/receta-de-escalopines-de-cerdo-a-la-pimienta-64431.html,12 Escalopines de cerdo 1 puñado de Pimienta en grano de tres tipos diferentes 1 vaso de Nata líquida 1 cucharada sopera de Salsa de tomate ½ vaso pequeño de Brandy 1 vaso pequeño de Aceite de oliva 3 cucharadas soperas de Harina 1 cucharada sopera de Vinagre de manzana 1 cucharadita de Sal,"1 Primeramente para hacer estos escalopines de cerdo a la pimienta ponemos una sartén sobre el fuego con un poco de aceite de oliva. Salpimentamos los escalopines, los enharinamos y cuando el aceite esté bien caliente, los freímos. 2 Vertemos el brandy en la sartén y con mucho cuidado, lo encendemos y flambeamos. Reservamos los escalopines en un recipiente al calor.Retiramos la grasa de la sartén, vertemos la nata líquida y dejamos reducir un poco.A continuación añadimos la salsa de tomate, unas gotitas de vinagre de manzana y los granitos de pimienta. Removemos el conjunto de los escalopines en salsa y cocinamos hasta que esté a punto. 3 Servimos los escalopines de cerdo a la pimienta bañados con la salsa muy calientes.Vista mi blog La Cocina de Catina para probar esta y muchas más de mis recetas, y no te pierdas tampoco estos escalopines de ternera al limón. ¡No tienen desperdicio!",78bf11b8-0d40-4543-a671-22c40c05ed04
Canapes..,https://www.recetasgratis.net/receta-de-canapes-9681.html,1 Paquete de galletas de agua Queso roquefort Manteca 2 o 3 filetes de anchoas 1/2copita de coñac Sal Pimienta blanca,"1 Distribuir las galletitas sobre una fuente, reservar. Picar el queso,con un tenedor y agregar la manteca (debe de estar a temperatura ambiente), continuar mezclando,agregar los filetes de anchoas, desmenuzados, pisar muy bien con el tenedor, ir agregando de apoco,el coñac hasta lograr una crema. 2 Con cuchara,tomar pequeñas porciones y distribuirlas sobre las galletas. Acompañan muyy bien las picadas!",f6f50fd0-9dcb-4142-bf5f-17964e3cc21a
Curry de carne molida con papas y arvejas,https://www.recetasnestle.com.co/recetas/curry-carne-molida-con-papas-y-arvejas,"   1 cucharada de aceite (14 g)      1/2 cebolla cabezona pelada y finamente picada (40 g)      1 libra de carne de res molida magra (500 g)      1/2 cucharadita de jengibre fresco  pelado y finamente picado (2 g)      1 diente de ajo pelado y, finamente picado (3 g)      1 libra de papa pastusa, con piel cortada en cubos medianos (500 g)      1 cucharadita de curry en polvo (2 g)      1 sobre de CALDO CON COSTILLA MAGGI® DESMENUZADO (9 g)  preparado en 1 y ½ tazas de agua tibia      2 tomates sin piel  y, finamente picados (236 g)      1/2 de libra de arvejas frescas (250 g)      1/2 cucharada de cilantro fresco, finamente  picado (5 g)  ","    1.  En una olla de fondo alto, calienta el aceite por 3 minutos a fuego medio, añade la cebolla y sofríe por 2 minutos sin dejar de revolver, luego agrega la carne molida y cocina por 5 minutos, revolviendo constantemente.                  2.  Añade el jengibre, el ajo, el curry y la papa.                  3.  Adiciona el CALDO CON COSTILLA MAGGI® DESMENUZADO preparado a la olla, con una cuchara revuelve para integrar,                    4.  agrega los tomates y las arvejas.                  5.  Tapa la olla y cocina por 15  minutos o hasta que todos los ingredientes estén bien cocinados.                  6.  Sirve en 4 platos hondos en porciones iguales  y espolvorea el  cilantro encima.             ",6b19001e-2b69-472b-ab36-da08babb53ec
Crema de Espárragos Verdes,https://www.recetasgratis.net/receta-de-crema-de-esparragos-verdes-74036.html,2 manojos de espárragos 1 puerro 2 patatas 1 litro de caldo de verduras 1 chorro de aceite de oliva 1 pizca de sal,"1 Limpia los espárragos, córtales la base y deséchala o resérvala para hacer un caldo de verduras casero. Corta también las puntas y corta el resto de los espárragos en trozos pequeños para que se cocinen mejor. Limpia el puerro, quítale las capas y lávalo muy bien para deshacerte de toda la tierra. Corta el puerro en trozos pequeños, pela las patatas y córtalas en trozos también. 2 Pon una cazuela con un poco de aceite de oliva a fuego medio. Añade el puerro y los trozos de espárragos para que se pochen unos 5 minutos. Coloca las puntas en los extremos de la cazuela y sácalas cuando estén tiernas. Reserva las puntas y deja el resto en la cazuela hasta que se cocine y quede tierno. 3 Añade las patatas troceadas, cubre con caldo de verduras o con agua hasta que todos los ingredientes queden cubiertos. Deja cocinar por unos 10 o 15 minutos y añade un poco de sal. Déjalo hasta que las patatas y los espárragos estén tiernos y si ves que queda sin caldo, añade un poco más. Truco: Si quieres hacer esta crema de espárragos verdes vegana, solo usa caldo de verduras casero o con ingredientes completamente veganos. 4 Cuando esté todo cocido, pon las verduras en un vaso y tritura muy bien. Pasa la crema de espárragos verdes casera por un colador si prefieres que su textura sea más fina. 5 Añade la crema a la cazuela. Prueba de sal y rectifica si es necesario. Calienta las puntas de los espárragos a la hora de servir y acompaña la crema con ellas. Sirve con un chorrito de aceite y un poco de pimienta molida. ¡Disfruta de una exquisita crema de espárragos verdes light!",e6676f55-cb96-4afa-8063-f36ff4e928f1
flan de olluco,https://www.recetasgratis.net/receta-de-flan-de-olluco-33668.html,"500 gr. de olluco 180 grs. de azùcar c/n de canela, clavo de olor 200 gr. de flan 1 tarro de leche evaporada c/n de polvo de hormear 60 gr. de grajeas.","1 Lavar bien los ollucos. 2 Cortar en mitades. Llevar a, cocciòn por un espacio necesario hasta que el olluco estè cocido, luego licuar reservar en un recipiente. 3 Luego preparar el flan debidamente aromatizado con la canela y clavo de olor, luego mezclar con el olluco licudo servir en pequeñas dulceras llevar refrigerar. 4 Espolvoreando con grajeas o canela en plovo. 5 Se sirve frio.",deaaa640-777a-4956-9f3f-023cca1cfa60
Merluza al microondas con limón,https://www.recetasgratis.net/receta-de-merluza-al-microondas-con-limon-51419.html,2 unidades de Filetes de merluza 1 cucharada sopera de Mantequilla 1 pizca de Orégano 1 chorro de Limón 1 pizca de Sal,"1 Preparamos todos los ingredientes para cocinar nuestra merluza al microondas. Ten en cuenta que para esta receta usaremos un molde especial para cocinar en microondas, puedes usar los conocidos como Lékué o cualquier otro que se apto para estos fines. 2 Entonces, para empezar con la preparación de nuestra merluza Lékué, ponemos los filetes de merluza en el recipiente. 3 Sazona los filetes con una pizca de sal y baña con el jugo de limón. 4 A continuación, espolvorea bien el orégano. La mezcla de orégano y limón le dará un sabor exquisito al pescado, aunque si prefieres puedes usar otras especias. 5 Por último, añadimos la mantequilla troceada, de esta forma podremos colocar pequeños trozos de mantequilla al rededor de todos los filetes, tal y como se ve en la foto. 6 Cerramos el Lékué y cocinamos en el microondas durante 6 minutos a máxima potencia. 7 Pasado este tiempo, podremos sacar el molde y destapar con cuidado. De esta forma podrás disfrutar de un estupendo plato de merluza al microondas con limón y como guarnición te recomendamos preparar unas patatas a lo pobre. ¡Buen provecho!Y si quieres seguir cocinando en microondas, en RecetasGratis tenemos otras recetas interesantes como el bizcocho de naranja en microondas y el pastel de atún, así que ya no tienes excusas.",81532701-92b6-4afe-a7e6-2ffba245de67
Flan De Chirimoyas,https://www.recetasgratis.net/receta-de-flan-de-chirimoyas-49914.html,1 kg chirimoya(s) 1 lt leche 6 huevo(s) 1/4 kg azúcar 1/2 palito(s) de canela,"1 Hierva la leche con la vainilla y el azúcar, deje enfriar y agregue los huevos muy batidos juntos, la mitad de las chirimoyas pasadas por cedazo y la otra mitad en trocitos sin pepas; revuelva bien todo y ponga a cocinar a baño Maria, en un molde acaramelado. Deje entibiar y lleve al refrigerador hasta el momento de servir.",5499c012-655f-4bf9-ab8c-1a20e343a714
Salsa para ensalada china,https://www.recetasgratis.net/receta-de-salsa-para-ensalada-china-60064.html,3 cucharadas soperas de Azúcar 1 cucharada sopera de Vinagre blanco 2 cucharadas soperas de Aceite de semillas o girasol 1 pizca de Sal,"1 Para hacer esta sencilla salsa china agridulce, se deben introducir los ingredientes citados anteriormente en el vaso de la batidora. En caso de no disponer de batidora, también se puede emplear un batidor manual, como varillas. 2 Se baten los ingredientes hasta que se integren por completo y el resultado sea una salsa lisa y homogénea. A la hora de escoger el vinagre blanco, puedes optar por el típico de arroz, o emplear cualquier otro que sea de tu agrado, como vinagre de manzana. 3 Una vez incorporados los ingredientes de la salsa china para ensalada, se deja reposar en el frigorífico hasta el momento de utilizarla. 4 Esta salsa para ensalada china casera se puede utilizar para condimentar tanto ensaladas orientales, como cualquier otra que sea de nuestro agrado, como por ejemplo una ensalada de lechuga y tomate. 5 Se aconseja añadir la salsa china agridulce justo antes de servir la ensalada, así no se marchita y podemos disfrutar de este agradable acompañamiento exótico. Y si quieres conocer otras recetas estilo chino, no te pierdas las siguientes ideas:Tallarines chinos tres deliciasTernera con setas estilo chinoEnsalada de fideos chinos",302a535f-e2a6-4bd7-be8e-f71fce419d20
Pinchos de pollo al curry con quinoa,https://www.recetasgratis.net/receta-de-pinchos-de-pollo-al-curry-con-quinoa-66288.html,4 pechugas de pollo fileteadas 2 cucharadas soperas de pasta de curry verde 60 mililitros de crema de coco 300 gramos de quinoa 500 mililitros de agua o caldo para cocer la quinoa 1 cucharada sopera de jengibre rallado 1 manojo de cilantro o perejil picado 2 cebollas tiernas picadas 2 cucharadas soperas de aceite de sésamo Hojas de menta para decorar,"1 En un bol, ponemos la pasta de curry, la crema de coco y mezclamos bien. Precalentamos el horno a 180 grados. 2 Pinchamos las pechugas con los palos de madera para brochetas (cada pechuga en una), las metemos en la mezcla de curry y crema de coco y las tenemos macerando unos 10 minutos. 3 Untamos una bandeja de horno con aceite y colocamos las brochetas de pollo al curry. Hecho esto, ponemos la bandeja bajo el grill y las asamos durante 6 o 7 minutos por cada lado, hasta que las veamos doraditas. 4 Ponemos el caldo o agua en un cazo con la quinoa a fuego alto y, cuando empiece a hervir, reducimos el fuego, tapamos el cazo y cocemos durante unos 15 minutos o hasta que se haya absorbido el caldo y la quinoa esté tierna. Apartamos del fuego y la dejamos reposar unos 5 minutos. Removemos con un tenedor para que se suelten los granos. 5 Ponemos la quinoa en un bol y le añadimos el jengibre, el perejil, la cebolleta y el aceite de sésamo y mezclamos todo bien. 6 Repartimos la quinoa en los platos, ponemos las brochetas encima y servimos con hojas de menta y cilantro. Sin duda, estos pinchos de pollo al curry con quinoa quedan espectaculares y son ideales para servir cuando tenemos invitados. Para completar el menú, podemos preparar otros aperitivos, como pañuelos de hojaldre rellenos de espárragos o rollitos de pepino y salmón ahumado. Y si quieres descubrir muchas recetas más, pásate por mi blog La cocina de Catina.",4447a14e-1ccf-4f7d-bd0b-fc48ccd1f080
Capelletti con salsa rápida,https://www.recetas.com/receta-de-Capelletti-con-salsa-rapida-7665.html,Ingredientes Para la pasta: 500 gr. de harina 5 huevos Sal Para el relleno: 500 gr. de carne cocida 2 rebanadas de jamón crudo 2 huevos 2 cdas. de queso rallado Sal Pimienta Nuez moscada Para la salsa: 200 gr. de carne picada 1 taza de arvejas cocidas 1 tajada de jamón ," Capelletti con salsa rápida Mezclar la harina con pizca de sal y los huevos; amasar, durante 10 minutos aproximadamente hasta tener un bollo de masa blanda y lisa. Dividir la masa en 2 partes y extenderla con un palo enharinado sobre la mesada enharinada. Picar fina, o pasar por la maquina, la carne cocida (puede ser un resto) y el jamón; agregar el queso rallado, los huevos batidos, sal, pimienta, y un poco del jugo de cocción de la carne; el relleno debe resultar algo. blando. Cortar la masa en cuadrado y poner un poco de relleno en cada uno. Doblar la masa y forma triángulos; unir los bordes y juntar los extremos. Echar los capelletti en abundante agua salada hirviendo, y cocinarlos durante 4 minutos desde que el agua suelte nuevamente el hervor. Picar el jamón y saltearlo en una sartén con la manteca y la carne picada. Agregar un golpe de vino blanco seco, pimienta y poca sal, dejar evaporar el alcohol y cocinar la carne durante 5 minutos. Incorporar las arvejas y calentar unos minutos mas. Retirar los capelletti con la espumadera, ponerlos en una fuente caliente y cubrirlos con la salsa. Servirlos con queso rallado por encima.",9ccfcad6-53a1-4f21-9915-a1e03f5b353a
Sopa paraguaya tradicional,https://www.recetasgratis.net/receta-de-sopa-paraguaya-tradicional-52454.html,"1 kilogramo de Harina de maíz muy fresca 1 kilogramo de Queso Paraguay (o queso de campo fresco, o ricotta medio secona) 1 docena de Huevos frescos 1 litro de Leche ¼ kilogramo de Grasa / manteca de cerdo 1 kilogramo de Cebolla (o medio kg según los gustos) Sal Pimienta","1 Lo primero que hay que hacer para elaborar esta sopa paraguaya tradicional es freír la cebolla finamente cortada en la grasa o manteca de cerdo en una sartén y, una vez está bien frita, dejarla enfriar un poco. 2 A continuación, mezclar la harina de maíz con la leche y esponjar bien. 3 A esta mezcla incorporarle los huevos muy bien batidos, hasta que espumen, también la cebolla con su grasa y el queso Paraguay desgranado con las manos o cortado en pequeños cuadraditos, y sal y pimienta al gusto. 4 Seguidamente enmantecar y enharinar una fuente de horno un tanto profunda o cubrirla con hojas de banano/plátano. Llenar con la mezcla de la sopa paraguaya esparciéndola pareja y dando una altura de entre 5 a 8 cm, y llevar al horno caliente (si es un horno de leños/barro/tatagua mucho mejor) para cocinar como una torta casera hasta que esté sequita. 5 Una vez la sopa paraguaya tradicional esté lista, se corta en cuadrados o rectángulos grandes o pequeños y se sirve, ya sea sola como entrante, para acompañar una cerveza bien helada o como guarnición de una comida. Generalmente la sopa paraguaya tembi'u Paraguay es tomada como un aperitivo antes de las comidas principales.",480ed7e4-8493-4d06-ab26-e8576071d97c
Quesadillas de flor de Jamaica,https://www.recetasgratis.net/receta-de-quesadillas-de-flor-de-jamaica-75250.html,1½ tazas de flor de jamaica 1 litro de agua ½ cebolla fileteada 1 cucharada sopera de aceite sal al gusto 1 cucharada postre de adobo de chile chipotle (opcional) 8 tortillas de harina o maíz queso manchego u oaxaca al gusto,"1 Para empezar a elaborar la receta de quesadillas de flor de Jamaica, infusiona la flor en un litro de agua hirviendo. Debes dejar reposar 20 minutos, luego drena el agua y reserva la flor. Truco: puedes utilizar el agua para preparar una rica agua de Jamaica. 2 Ahora en un sartén u olla vierte una cucharada de aceite y cocina la cebolla troceada hasta dorarla. Cuando haya cambiado su color ligeramente estará lista.¿Quieres aprender a cocinar unos ricos tacos gobernador? En este artículo te proporcionamos todos los pasos que debes seguir. 3 Enseguida agrega la flor de Jamaica previamente hidratada y añade un poco de sal al gusto. Luego, agrega una cucharadita de adobo de chile chipotle para aportar un ligero sabor picante, mezcla y deja cocinar todo por 5 minutos, luego reserva. Usar el adobo de chile chipotle es meramente opcional, puedes descartarlo para esta receta si así lo prefieres. 4 Para armar la quesadilla de flor de Jamaica, calienta en un comal la tortilla y cuando esté ligeramente caliente, agrega un poco del guisado de flor de Jamaica. Además, debes agregar el queso manchego o queso Oaxaca al gusto, dobla la tortilla y dejar que el queso gratine. 5 ¡Y listo! En pocos minutos tendrás unas ricas y saludables quesadillas de Jamaica. Acompaña este plato con la salsa de tu preferencia. ¡A comer!¿Sabías que existía esta receta de flor de Jamaica? Comparte tu experiencia en los comentarios.Y si quieres conocer otra forma de elaborar los tacos, no te pierdas esta receta de tacos campechanos.",dc05fdd9-77d0-4fe6-8a05-379e5390911d
Receta FÁCIL y Calorías,https://www.recetasgratis.net/receta-de-bimi-a-la-plancha-73966.html,300 gramos de bimi 5 gotas de aceite de oliva 1 pizca de sal 1 pizca de pimienta,"1 Pon unas gotas de aceite de oliva en una plancha, con ayuda de un papel de cocina extiéndelas bien por toda la superficie y retira el exceso de aceite. Calienta la plancha a fuego fuerte. 2 Pon el bimi en la plancha, separado un poco entre sí, no amontonado. Para cocinar el bimi a la plancha correctamente debes saber que el tiempo de cocción es de unos 5 minutos por cada lado. No lo cocines en exceso o sus flores se volverán pajosas. 3 Retira el bimi de la plancha, colócalo en una fuente para servir y espolvorea con un poco de sal y pimienta al gusto. Truco: Para darle un toque diferente, puedes cambiar la sal común por una rosa del Himalaya o por escamas de sal de sabores. 4 Sirve enseguida antes de que se enfríe. Ahora que sabes cómo hacer bimi a la plancha y has podido comprobar que se trata de una receta fácil y rápida, ¿a qué esperas para probarla? Además, se trata de un plato muy saludable que puedes servir como acompañamiento o como protagonista.Espero que te haya gustado la receta y te invito a que visites mi blog, Cakes para ti.",e75656dc-9b49-48e5-b2c3-1d15f222267e
