"Texto","Sarcasmo"
"Lucha a muerte en la telefonía fija","0"
"Patty Hearst: la rica heredera que se convirtió en terrorista","0"
"El feminismo se rinde y abandona después de que todos los españoles etiqueten a Mariano Rajoy como mujer inspiradora en Twitter","1"
"Los empleados de BMW piden dejar de cobrar en coches porque ya no saben dónde ponerlos","1"
"Jornada 38 de La Liga: horarios, resultados y resumen de los partidos","0"
"María Torres y Damián Quintero, en busca del oro en el Europeo","0"
"Carles Puigdemont anuncia que ja ha convençut Joe Biden que Catalunya és una república","1"
"¿Cuánto gastará cada familia en la vuelta al cole?","1"
"Se da cuenta de que ha engordado porque en el restaurante indio la consideran sagrada","1"
"La venganza del expresidente Zuma noquea a los herederos de Mandela en Sudáfrica","0"
"Los Crumbley, una familia entre rejas: la matanza que hizo historia y acabó con los padres del asesino en la cárcel","0"
"¿Es China la mayor amenaza para el mundo occidental?","0"
"Muere Lorenzo Somaschini, piloto argentino de nueve años de una competición infantil ligada a Superbike","0"
"Leonard Cohen publicará nuevo disco en mayo","0"
"Un fin de semana para crear recuerdos en Madrid: cóctel de premio, tardeo de ‘afrohouse’ y autorretratos","0"
"Así operaba una banda que se dedicaba a la estafa del crédito falso desde un piso en Leganés","0"
"Trabajos milagro: aquí no hay paro, sino pleno empleo","0"
"Esa pasión universal llamada ‘yodel’","0"
"Cero estrena «Fariña, a bailar»","1"
"La crisis climática y la falta de inversiones, responsables de las grandes inundaciones en Brasil","0"
"El modelo de conservación del agua que América Latina ha exportado a Europa","0"
"China ayuda a Assad a romper el aislamiento internacional","0"
"La equipación paralímpica española tendrá sello malagueño","0"
"El sobrepeso puede tener un efecto protector en las personas mayores, según un estudio","0"
"Golpe de autoridad del Unicaja en Murcia (66-74)","0"
"¿Sinceridad?","0"
"Rolex lanza un nuevo reloj que indica el tiempo que se tardará en pagarlo","1"
"Sofá carísimo, totalmente cubierto por una funda baratísima","1"
"Actitud experimental, clave para triunfar en una nube de marketing y ciencia","0"
"Un loro aprende a decir “bingo” y se hace multimillonario","1"
"FCC lleva de Algeciras a Brasil estructuras de hormigón para un muelle y un dique","0"
"El Defensor del Pueblo registra 129 nuevos testimonios de víctimas de pederastia clerical desde la publicación de su informe","0"
"Edgar cambia las botas por la corbata y las finanzas","0"
"Me encanta pasar tiempo con mis amigos, siempre nos reímos mucho.","0"
"Economía de lo vivido","0"
"""Los autobuses urbanos logran abolir las castas""","0"
"Casado se niega a bajarse del tractor al que se subió hace unos días y recorre España sin control mientras sus asesores lo persiguen","1"
"What is Spain's best wine?","0"
"Los famosos pueden servir de ejemplo para jóvenes que buscan inspiración y guía.","0"
"El incendio de Tarifa fue provocado por unos trabajos forestales prohibidos","0"
"Resistencia pasiva de India frente a la prohibición de pruebas nucleares","0"
"Prada cuenta su historia en Shanghái a través de la mirada de Raf Simons","0"
"Amar a alguien significa aceptarlo con sus virtudes y defectos.","0"
"Hospitalizado de urgencia el primer ministro de Haití, Garry Conille","0"
"Winston Churchill y la Guerra Civil: una “úlcera española” que había que cauterizar","0"
"Cada vez más españoles aprovechan el veroño para irse de vacachoñes","1"
"«La salud mental es lo más importante en la vida»","0"
"Finta de Álvaro en el Sporting 2-1 Valencia","0"
"Muere un informático al caerse de la nube","1"
"Rosana colabora con Joseba de Carglass en su nuevo disco «Lunas de oferta»","1"
"¿Cuándo es recomendable tener otra mascota tras la muerte de la anterior?","0"
"Audiencias: VAMOS A MORIR TODOS DESPUÉS DE LA PUBLICIDAD","1"
"Spain's Telefónica investigates possible theft of customer and employee data","0"
"Los domingueros piden 200 domingos más al año para tener tiempo de lavar el coche","1"
"Acampada de personas sin hogar ante el Ayuntamiento de Badalona por el cierre del albergue de emergencia de la ciudad","0"
"Estos son los dos Jordis que entrarán en la cárcel por los disturbios de ayer en Cataluña","1"
"Un ratón de laboratorio modificado genéticamente asciende a científico","1"
"Loquillo pide disculpas al empleado al que humilló y lo indemniza con un autógrafo suyo «de valor incalculable»","1"
"La continuación de 'Sálvame' vuelve a la tele en abierto","0"
"Lucas Ramada: «La falta de acceso a otras opciones lleva a la infancia a jugar siempre a lo mismo»","0"
"El Constitucional concederá un segundo amparo a Alberto Rodríguez estimando que no debió ser privado de su escaño","0"
"12 recetas con lince ibérico","1"
"Una esquela, incapaz de contener la euforia","1"
"Un congreso pide que la geriatría se incluya en la sanidad pública","0"
"Las autoridades obligarán a sustituir los extintores por un bombero metido dentro de una vitrina","1"
"Dios se cansa de apretar y amenaza con ahogar a unos cuantos","1"
"Pax Dettoni, autora: “Cada niño necesita una educación emocional distinta, pero usamos un único currículo y aplicamos las mismas estrategias para todos”","0"
"System failure in the Spanish language forces natives to speak alternative languages temporarily","1"
"Las palabras de los demás","0"
"De Paris Hilton a Snoop Dogg: famosos que han cedido sus rostros a personajes de IA con los que se puede charlar","0"
"Quedan 94,654 elevado a doce días para el comienzo del mundial de matemáticas","1"
"Arte internacional, a subasta en Sevilla","0"
"El Gobierno pedirá a padres y hermanos pequeños que salgan media hora a la calle el próximo martes para que los hijos mayores tengan la casa para ellos solos y puedan masturbarse tranquilamente","1"
"El Antequera se refuerza con el japonés Akito Mukai","0"
"Macron y Putin se aproximan en vísperas del G7 sin Rusia","0"
"Patinaje sobre hielo (natural) en Ámsterdam","0"
"La Razón sigue elogiando el trabajo de Mariano Rajoy pese a que ahora es registrador de la propiedad","1"
"Renuncia al nazismo porque es incapaz de dibujar bien la esvástica","1"
"Uno de cada cinco adolescentes españoles va a desarrollar un trastorno mental","0"
"Femen sustituye a sus activistas por un dron con pechos","1"
"Un fantasma sigue negando la pandemia en la ouija","1"
"Comparativa: Disfrutar del puente de mayo vs. Quedarte solo en la oficina escribiendo esta comparativa","1"
"Orbán copia a Trump con el eslogan húngaro para su presidencia del Consejo de la UE: “Hagamos que Europa vuelva a ser grande”","0"
"Abascal sorprende luciendo una mascarilla con banderas de España y dos cañones a los lados que disparan rayos láser","1"
"El Consejo de Seguridad de la ONU respalda el plan de EE UU para un alto el fuego en Gaza","0"
"El Barcelona suspende el partido contra la Juventus por un brote de gastroenteritis entre la plantilla","0"
"Cómo preparar tu casa de cara a la inminente visita que te van a hacer los Reyes de España","1"
"“¿Por qué voté a Vox?”","1"
"Estoy avanzando bien en mi carrera profesional y eso me motiva.","0"
"Los indios votan en Delhi en medio de un clima de creciente crispación","0"
"Por favor, dile lo mucho que lo siento","0"
"Así es el dúplex al que se ha mudado Begoña Gómez con un directivo de Air Europa","1"
"Los Veintisiete ratifican ‘in extremis’ la ley de biodiversidad, una de las normas más atacadas por la extrema derecha","0"
"Apple deshabilita Siri en Argentina porque hablaba hasta agotar la batería","1"
"Un grupo de amigos sigue riéndose del que invirtió todos sus ahorros en criptomonedas pese a que ahora es multimillonario y vive en Nueva York","1"
"La Iglesia condena el vibrador SexFun modelo X12-A","1"
"Medvedev se estampa en Shanghái","0"
"Punto muerto las negociaciones del G-20 para sofocar la guerra de divisas","0"
"200 Físicos homenajearán en Oviedo a Albert Einstein","0"
"Un cretino que debe de creerse poeta o algo así asegura que el otoño es su estación favorita del año","1"
"Papá presenta su colección de pedos Otoño/Invierno","1"
"«¡Obscenos son los cuatro millones de parados de este Gobierno!», grita un hombre al ser sorprendido penetrando a una gallina","1"
"Una revista sobre el Siglo de Oro","0"
"Qué suerte, otro partido sin goles... ¡qué espectáculo!","1"
"Los mejores ‘routers’ WiFi portátiles","0"
"Multado el 'Spiderman francés' por trepar por las Torres Gemelas de Kuala Lumpur","0"
"Un gimnasio solo para niños con cáncer","0"
" Porras, tengo ganas de orinar.","0"
"Un periodista entrega dos semanas tarde su reportaje sobre la gestión eficiente del tiempo","1"
"Las prohibiciones más polémicas de la ‘ley mordaza’","1"
"EE UU y Kenia ultiman el despliegue de una fuerza multinacional para Haití","0"
"Victoria laboral tras fallecer: el Supremo reconoce el despido de un empleado público que fue 38 años falso autónomo","0"
"Parar a Ronaldo","1"
"Muere Hey, la chica a la que Julio Iglesias dedicó su famosa canción","1"
"Mario Hezonja rompe su silencio: «El Madrid cuidó de mí, es mi casa»","0"
"Pablo Casado planea nombrar ministro de Cultura a Màxim Huerta para que vuelva a dimitir a los pocos días","1"
"El mito de las piedras de masaje facial: ¿realmente deshinchan y esculpen el rostro como prometen?","0"
"El abeto: el asesino silencioso","1"
"Me siento satisfecho con el progreso que hemos hecho en el proyecto esta semana.","0"
"Consigue al fin ganar dinero con la música vendiendo sus guitarras en Milanuncios","1"
"Zelenski busca más apoyos en una Conferencia de Paz sin Rusia","0"
"Estoy siguiendo la liga muy de cerca, todos los partidos están muy emocionantes.","0"
"LA BOMBILLA DE EDISON","0"
"La Policía ve con preocupación que el Frente Atlético adquiera 23 tigres","1"
"Howard Carter, la pelea de borrachos y el saqueo que le condujo a Tutankamón","0"
"El Barça aprovecha sus noventa minutos de descanso en Roma para sentenciar la Liga","1"
"La venta de bicis vuelve a caer y el sector lo atribuye a la falta de apoyo a la movilidad sostenible","0"
"El Barça sorprende a sus jugadores con el fichaje de un nuevo hincha","1"
"Comparativa: Pedir vs. Robar","1"
"La defensa de Argimon señala a la exconsejera Vergés por el retraso de las vacunación de la covid a policías y  guardias civiles","0"
"Millones de españoles al día reciben mensajes de la Reina","1"
"Mark Ruffalo, Joaquin Phoenix, Julianne Moore y otros 200 actores y cineastas cargan contra el Royal Bank of Canada","0"
"Macron remodela su Gobierno por la investigación a cuatro de sus miembros","0"
"Pablo Picasso, escritor","0"
"El portal de Belén de Calatrava se desploma al segundo día y mata al niño Jesús","1"
"De la reina meridiana al pintor renacentista","0"
"La Real Academia de la Historia rebaja los requisitos para hacer historia","1"
"«Nos decían locos por peatonalizar Times Square, pero hoy la locura sería traer los coches de vuelta»","0"
"Pues por gracioso, fuera de esta casa","0"
"Tetiana Klymchuk (UIC) advierte de los peligros de dejarse escanear el iris","0"
"Muchos robots, pocas manos","0"
"¿Dijo eso? Me encantan las apreciaciones de Rick. Sí, le pedí que me hiciera flotar para poner algunas luces y ahora estoy comprando más.","0"
"El Parlamento griego rechaza procesar a un ex ministro por soborno","0"
"Tras un minucioso juicio de tres semanas, la componente de un jurado popular tiene claro a qué abogados haría el amor primero","1"
"Rachida Dati, la ministra francesa de las polémicas avisa a su nuevo jefe: «Transformaré a tu perro en kebab»","0"
"Diez barcos 'quitanatas' se encargan de la limpieza de las playas de la Axarquía","0"
"Almost half of Malaga province's municipalities are at risk of losing population in the next four years","0"
"Claves | Los argumentos del fiscal de La Haya para pedir la detención de Netanyahu y la cúpula de Hamás","0"
"Si eres malvado, sin ofender, malvado sería dispararte, Jerry. Me ahorro una bala. Regresa con tu avergonzada familia y vive el resto de tus días negando tus fantasías de vagina.","0"
"Se entrega a la policía tras comprar un ordenador en el Black Friday de PcComponentes y sentirse culpable","1"
"No hay dinero para David Lynch ni distribuidora para Francis Ford Coppola: Hollywood no es lugar para viejos","0"
"Pruebo los mejores masajeadores eléctricos para el cuero cabelludo","0"
"La OMS recomienda comer carne de vegano","1"
"El SARS mata a más hombres que mujeres y lo hace más lentamente","0"
"Expulsadas de un grupo de amigas por decir “cheese” en vez de “patata” al hacerse un “selfie”","1"
"Welcome to Tioman","0"
"José Sacristán encarna a Salieri en 'Amadeus' en Córdoba","0"
"Sostenibilidad y medio ambiente, tendencias al alza en las aulas","0"
"Ingenieros del paleolítico desarrollan un nuevo modelo de fuego","1"
"Ahora sí.","0"
"PP y PSOE se llevan todos los décimos premiados de la Lotería gracias a la ley d’Hondt","1"
"Me gustaría no pensar que Biden va a perder","0"
"Reviews EMT: silla de ruedas ligera con frenos de mano","1"
"Rosa Parks no fue la primera en decir ‘no’","0"
"LeBron: «Vamos a mantener el pie en el acelerador contra el racismo»","0"
"Samantha Jones: soltera y fantástica","0"
"España se juega ante Italia el pase como primera de grupo (y Alemania ya está en octavos)","0"
"Sumar presenta una proposición para «derogar por completo» la ley mordaza sin que el PSOE se entere","1"
"En 2020, todos los españoles habrán dado una charla TED","1"
"La RAE acepta «iros» como sinónimo de «idos» y «milenial» como sinónimo de «pobre»","1"
"Un grave ciberataque golpea el sistema sanitario de Irlanda","0"
"Dos personas que parecían normales deben de ser estrellas de Hollywood porque publican las fotografías de su hijo tapándole la cara con emojis","1"
"Rusia y Putin relegan a Lenin al olvido en el 100º aniversario de su muerte","0"
"Contrata a Arzak para que le prepare desayunos bonitos para Instagram","1"
"Pasos para decorar el árbol de Navidad correctamente","1"
"Algoritmos contra el derroche energético","0"
"Un daltónico cree tener el récord mundial de cubo de Rubik","1"
"Oh, vamos.","0"
"“Esto está intomable”, dice un señor comiéndose un sándwich sin haberlo sacado del plástico","1"
"Ah, claro, organizar algo con amigos es siempre tan fácil.","1"
"Principales rivales de España en Eurocanción","1"
"No Souci Pyrénées: el telepeaje llega a las estaciones de esquí del Pirineo Francés la temporada 2023-2024","0"
"Más de un millar de personas celebran una iniciativa que mejora la vida en el entorno rural","0"
"Paliza","1"
"Belice: cultura maya, submarinismo y selva en el Caribe menos conocido","0"
"El PP nombra senadores a cuatro ordenadores de su sede en Madrid","1"
"Resumen de 2019: Las imágenes que han marcado el año","1"
"Una Roomba aspira el DNI de su dueño para que no pueda votar, dando por iniciada la rebelión de las máquinas","1"
"Las efemérides más destacadas del 25 de abril","0"
"El algoritmo de Facebook ya no sabe qué ofrecerte porque hace tiempo que no te gusta nada","1"
"Hasta las golfas prorratean.","0"
"Sony abrirá en Barcelona su segundo centro europeo de inteligencia artificial","0"
"El estadio de Nerja vuelve a acoger a los mejores atletas de Etiopía en su preparación para las Olimpiadas","0"
"Llega un cuervo a Desembarco del Rey con la actualización de la Política de Privacidad de Invernalia","1"
"La Justicia condena al PP a pagarle un ordenador nuevo a Luis Bárcenas","1"
"Las infantas Leonor y Sofía estuvieron esperando en una jaula mientras sus padres se reunían con Trump","1"
"La naviera de lujo malagueña pone a la venta los billetes de su primera temporada","0"
"Olvida quién le regaló el «No me olvides» que lleva en la muñeca desde hace 30 años","1"
"Ah, claro, porque el presupuesto siempre se ajusta mágicamente a los caprichos.","1"
"Por qué el rocódromo ha ganado la partida: el viaje de la escalada desde lo salvaje hacia lo aséptico","0"
"Las claves del debate de las elecciones europeas, candidato a candidato","0"
"La Eurovisión del caos: Países Bajos descalificada, prohibida la bandera de Palestina (y la europea) e Israel entre las favoritas","0"
"Las efemérides más destacadas del 11 de junio","0"
"La escuadra del almirante Cervera permanece ‘intacta’ bajo las aguas de Cuba 125 años después del Desastre del 98","0"
"“Sin ánimo de ofender y sin que nadie se lo tome como algo personal, habría que evitar matar a niños”","1"
"España consigue la plata pero recibe una manita de Bélgica","0"
"El sector turístico quiere lanzar una ruta mediterránea desde Barcelona","0"
"Protesta de taxis en el centro de Barcelona contra “las VTC ilegales”","0"
"¿A qué edad debes dejar de vivir en el coche de tus padres para irte a vivir a tu propio coche?","1"
"Churchill, un pintor de récord","0"
"De la Torre avisa de que prohibirán los pisos turísticos en las zonas más saturadas de Málaga","0"
"Tres mujeres más acusan de pederastia al religioso Patxi Ezkiaga: “Lo sabía todo el colegio. Somos muchas. Hay un pacto de silencio”","0"
"Cómo lavar tu ropa de manera inteligente paso a paso","1"
"Kim Kardashian regresa a la Casa Blanca a discutir la reforma de justicia penal","0"
"Un votante de Podemos se hace del PP a los cinco minutos de ganar el Gordo de la lotería","1"
"Audiencias: Trancas y Barrancas triunfan con sus consejos sobre hipotecas a plazo fijo","1"
"Internet Explorer empieza a sospechar que no es tu navegador predeterminado","1"
"El revolucionario modelo hiperrealista de vagina creado por una fisioterapeuta bilbaína","0"
"Pistas para saber si tu perro es de derechas","1"
"Hugh Hefner será enterrado bajo el colchón de un adolescente sin que lo sepa su madre","1"
"Un error tipográfico provoca la creación de una nueva Comunidad Autónoma llamada Cristina La Mancha","1"
"Jatame Beach Club Marbella: cuisine with Asian roots","0"
"Multada una familia insolidaria que se saltó el toque de queda saliendo a la calle por la noche con la excusa de que su casa estaba en llamas","1"
"García Pimienta, nuevo entrenador del Sevilla","0"
"Securitas Direct robará directamente en las casas de la gente que no contrate sus servicios","1"
"Logros políticos de los primeros 100 días de Trump","1"
"Cuando Stalin 'photoshopeaba' a sus opositores","0"
"Haloterapia, la moda entre las ‘influencers’ para tratar enfermedades respiratorias sin evidencia científica","0"
"Ómicron sume a México en la peor escalada de contagios de covid de toda la pandemia","0"
"Un adulto va en bici","1"
"La barbacoa de carbón por menos de 60 euros para estrenar en primavera","0"
"Un ciclista suspende repetidamente el test «Captcha» al no identificar imágenes con semáforos","1"
"Al menos 43 personas muertas en un doble atentado en el sur de India","0"
"Una anciana encarga una campaña de banners para enseñar fotos de su nieto","1"
"Gran arranque malagueño en el Premier Padel de Riad","0"
"Los partidos de Sumar piden paso en la nueva etapa","0"
"¿Qué supone llamar a consultas a un embajador?","0"
"No sé. ¿Qué les puedo decir? Pensó que se veía genial. ¿Qué puedo decir?","0"
"La nueva directora de El País promete su cargo sin Necronomicón ni velas negras","1"
"Montero le pregunta a Pablo Iglesias por qué lleva horas mirando piolets en Amazon","1"
"Los hospitales barceloneses de L’Esperança y Plató cerrarán en agosto para ahorrar","0"
"Ah, claro, porque matar a los personajes importantes es lo que todo fan quiere.","1"
"Audiencias: El moreno de Alfonso Arús obliga a los españoles a modificar los ajustes de contraste de sus televisores","1"
"Ya, gracias.","0"
"La dura advertencia de la Sociedad de Neurología sobre el uso de patines eléctricos entre menores","0"
"Estos son los 50 mejores restaurantes del mundo en 2024","0"
"¿Rick, por qué dejarías que Morty trajera esa cosa a la casa?","0"
"Un incendio en una nave de caravanas obliga a cortar la R4 de Rodalies en Montcada","0"
"El Gobierno esgrime como aval ante Puigdemont la inadmisión de los recursos contra los indultos","0"
"Muere Eduardo Ladrón de Guevara, cocreador de ‘Cuéntame’","0"
"La doble realidad del rapero Memphis","0"
"Red Bull muestra interés en patrocinar la «batalla de gallos» de esta Nochebuena entre tu tía Pili y tu tío Alfonso","1"
"La última bajada de temperaturas reduce el perreo un 12%","1"
"El nuevo Monster Energy ya no es una lata de bebida sino dos colegas que te dan una paliza para que espabiles","1"
"Mierda, una nueva variedad del virus se ha comprado unas pistolas y ha aprendido a disparar","1"
"Arrels critica que el ‘Pla Endreça’ de Barcelona comporta “más dificultades” para las personas sin hogar","0"
"La frase “espero que estés bien” se escribe siempre de forma irónica en todos los emails, según un estudio","1"
"Pintada de «Manolo maricón» ayuda a Manolo a comprender su propia condición sexual","1"
"Arqueólogos de Televisión Española expondrán los restos de “Noche de fiesta”","1"
"La madrileña Plaza de España da la bienvenida a la Navidad con una pista de hielo","0"
"Condenados en Perú 10 militares por violar a mujeres campesinas hace 40 años","0"
"Así ha cambiado Europa la vida de sus ciudadanos en la legislatura de todas las crisis","0"
"Qué son las enfermedades mentales, ese nuevo trastorno que ha aparecido en 2021","1"
"C-LM y Fundación Michelangelo tienden puentes para reforzar la artesanía regional","0"
"La Ciudad de la Justicia de Barcelona organiza duelos al amanecer","1"
"El exdiputado del PSOE acusado de recurrir a la prostitución asegura que leía en voz alta la Ley del «solo sí es sí» antes de cada coito","1"
"Estas son las diez fotos de nutrias adorables que hemos decidido publicar en vez de informar del fraude del Santander","1"
"Le expulsan del Cielo por tirar comida a los ángeles","1"
"Ecologistas en Acción denuncia ante la Fiscalía las obras del chiringuito con sótano de Fuengirola","0"
"La selección española de waterpolo, campeona de Europa","0"
"¿Qué desayunan los niños españoles?","1"
"Las aguas de Qingdao ya está ""básicamente"" limpias","0"
"Audiencias: Bankia patrocina “Tu casa es la mía”","1"
"La Reina inicia su viaje anual de cooperación a Guatemala con la violencia contra la mujer y la desnutrición como prioridades","0"
"Empresarios con papeles en Panamá se ríen de uno que tenía papeles en Murcia","1"
"Discover the strip of the Costa del Sol that is home to a centenary lighthouse and the beach where Torrijos was betrayed","0"
"Puerto Rico pide ayuda a la comunidad internacional tras la catastrófica visita de Trump","1"
"El Hospital Clínic empieza a trasladar la actividad privada fuera del centro tras años de quejas","0"
"El piloto de un avión no puede creer que le haya vuelto a tocar un bebé llorando en el asiento de al lado","1"
"La herencia de Indira Gandhi","0"
"Pablo Iglesias borda el nombre de Iñigo Errejón en todas las camisas de su compañero para cuando vaya al Congreso","1"
"Desastres naturales que no cubre tu seguro de hogar","1"
"Los turnos de espera para operarse podrán heredarse de padres a hijos","1"
"El problema de la vivienda amenaza el crecimiento económico, según el Consejo Económico","0"
"Vecinos de Montecarmelo protestan este domingo contra las ubicaciones de los cantones","0"
" Te amo, Hombre Mono.","1"
"Nada como gastar todo tu dinero en comida y gasolina.","1"
"Rajoy recibe en La Moncloa a los dos refugiados que ha acogido el Gobierno","1"
"Valdemoro contará con una pista de patinaje sobre hielo","0"
"Epidemia de pesadez","0"
"Aumenta en Facebook el número de expertos en política internacional en detrimento de los fotógrafos profesionales de vermuts","1"
"Ducati y el porqué del fichaje ‘injusto’ de Marc Márquez","0"
"Se queda mirando el pañuelo después de sonarse como si fuera un cuadro de El Bosco","1"
"El último Monet: casi ciego, abstracto y poco valorado","0"
"Cantante de reggaeton dice “Dámelo todo” pero no especifica el qué","1"
"Benalmádena acoge unas jornadas para favorecer el emprendimiento entre los jóvenes","0"
"Expulsado de una clase de informática por copiar y pegar","1"
"Los 12 discos de pop y rock que hay que escuchar hoy (mayo 2024)","0"
"Celia Villalobos acude al Congreso con unas gafas de realidad virtual para jugar al «Mortal War»","1"
" ¿Sí?","0"
"ChatGPT está fuera de servicio después de que todos los diputados españoles hayan estado pidiéndole discursos de investidura, réplicas y contrarréplicas durante toda la noche","1"
"Qué suerte, los ahorros duran lo que un suspiro.","1"
"Ocho lecciones de vida que nos enseñó Frida Kahlo","0"
"El desafío de Frida Kahlo","0"
"Bien, se acabó nomás History Channel. Esta televisión es para caricaturas y videojuegos, nada más.","0"
"Descubren que Manuela Carmena no ha salido del metro desde que ganó las elecciones","1"
"Astrología China: 2014 El año del Caballo de madera:","0"
"Detenidas seis personas detrás del robo de lingotes de oro y efectivo en el aeropuerto de Toronto","0"
"María Torres, plata en El Cairo e histórica líder del 'ranking' mundial","0"
"Montañas y miserias","0"
"Luis Arce reconoce que la falta de diésel en Bolivia es “patética”","0"
"Un científico se clona a sí mismo para ver cómo le quedaría un peinado","1"
"Tierra, trágame","0"
"Falta de formación y relevo generacional: por qué algunas empresas no encuentran trabajadores","0"
"Beethoven, el primer músico libre","0"
"Multa de 25 millones a Iberdrola por manipular el mercado eléctrico","0"
"Ah, claro, todas las ideas brillantes llegan cuando ya no hay tiempo.","1"
"Consejos para prevenir y curar la gripe","1"
"Me gusta ver los análisis tácticos de los partidos después de cada jornada.","0"
"Tres remeras malagueñas, ante su última oportunidad de lograr el billete olímpico","0"
"México celebra el día de Candelaria con pinturas sobre papel y tamales","0"
"Letizia se presenta con un nuevo look apostando por las garras pintadas y las alas retráctiles","1"
"¿En qué consiste la nueva normativa del pan?","1"
"Kárate.","0"
"Las imágenes libres de derechos más destacadas de la semana","1"
"Los profesores españoles ya han decidido a qué alumnos suspenderán este año","1"
"Lo sé, lo sé. Pero ella es diferente del tipo de mujeres con las que salgo.","0"
"Vamos, macho, tú sabes que lo quieres. ¿Por qué no lo admites?","0"
" No es que mi vida sexual sea asunto vuestro.","0"
"37 muertos en el atentado cerca de Lahore","0"
"Estos son todos los objetos y pertenencias del rey emérito que Letizia ya ha puesto a la venta en Milanuncios","1"
"¿Estás pensando en tener un gato? Ocho situaciones en las que debes imaginarte antes de dar el paso","1"
"Remodelamos la Casa del Terror transformándola en un hogar cálido y acogedor","1"
"Nueve alpargatas de verano para hombre estilosas y con buenos acabados","0"
"Escape Referéndroom: Enciérrate en una habitación e intenta votar ilegalmente","1"
"Inteligencia artificial al rescate de la naturaleza","0"
"Ah, sí, porque la vida es más divertida cuando tienes que contar cada céntimo.","1"
"¿Qué es eso? Pásame el láser desfibulizador.","0"
"Condenan a cuatro años a un hombre que desfalcó más de 415.000 euros a un banco","0"
"La minería de datos, al servicio de la publicidad personalizada","0"
"Los trabajadores de mediación cultural y atención al público del Museo Reina Sofía inician una huelga indefinida","0"
"Un diputado lleva tres días sin levantarse de su escaño al no poder disimular una erección fortuita","1"
"TRIBUNA: “¡Socorro! ¡Me han robado un millón de euros!”, por Carmen Mola","1"
"España lleva ahorrados 100 millones de euros desde que Ana Patricia Botín ha bajado el termostato en todas sus casas","1"
"Venden un vibrador capaz de fumar después del coito","1"
"La tesis de Sánchez “El Holocausto fue un montaje” ya está disponible en Internet","1"
"Un corneado en una pierna en el rápido séptimo encierro de San Fermín, con los toros de Victoriano del Río","0"
"Eric Kripke, creador de ‘The Boys’: “No me quita el sueño cómo hacer que otro pene explote”","0"
"Qué ver hoy en TV? | Miércoles 25 de abril de 2018","0"
"Croacia y Ucrania logran el pase a la final de Eurovisión con la vuelta de Luxemburgo 30 años después","0"
"El arresto en Países Bajos del sicario que disparó a Vidal-Quadras confirma la implicación de la Mocro Maffia","0"
"Greenpeace amenaza con cortar el agua caliente si no sales de la ducha ahora mismo","1"
"«A diferencia de los animales, que llevan inscrito en sus genes qué hacer para seducir, los seres humanos tenemos que aprenderlo»","0"
"El Opel Corsa más ecológico y digital","0"
"«Planta Joven de El Corte Inglés: Botellón con aire acondicionado»","1"
"Shanghái: un circuito de Fórmula 1 a la altura del betún","0"
"El presidente del Sabadell vence sistemáticamente a Rafa Nadal jugando a tenis","1"
"Casado, citado a declarar por el caso Bárcenas, se licencia en Derecho en una tarde para estar preparado","1"
"Consejos para lanzar petardos de forma segura","1"
"Mazón, ""satisfecho"" del año de gobierno con Vox: ""Las decisiones se respetan con lealtad""","0"
"Probamos estas creperas eléctricas para hacer crepes y tortitas en su punto y te decimos cuál es la mejor","0"
"El expresidente Ahmadineyad, excluido de las elecciones iraníes","0"
"Los Mossos investigan a un profesor de una escuela de Barcelona por abusos sexuales a menores","0"
"Hoy no han asaltado el chalé de José Luis Moreno","1"
"Spanish company sells 20% share in London's Heathrow Airport for whopping two billion euros","0"
"Hemos puesto varias columnas de monedas y una casa en miniatura sobre una mesa para explicar algo de vivienda muy difícil de entender","1"
"Tras años con fatiga crónica, descubre que se estaba poniendo la crema de noche durante el día","1"
"La 'big band' de Chema Cuéllar, en Galileo Galilei.","0"
"Seguridad en la construcción","0"
"Kant entre dos frentes","0"
"Tapones de corcho, su doble vida","0"
"Ana Mato dimite y ficha como consejera para Gürtel","1"
"Hemos sacado la pasta","0"
"Un estudio confirma que los españoles usarían los dispositivos futuristas de Black Mirror para ver ‘Sálvame’","1"
"Ecosistema Ahora","0"
"Puede que el radiador cuántico necesite microagua. Estiremos las piernas. ¿Y bien, por qué puedes hablar?","0"
"Un juzgado anula la resolución de Castellón que retiró la cruz del parque Ribalta por ser un vestigio franquista","0"
"Películas más premiadas en el festival de cine fantástico de Sitges","1"
"Elecciones europeas: un voto crucial para el planeta","0"
"El pabellón de El Pinillo se llamará El Palmeral y estará en funcionamiento antes de final de año","0"
"El Lago Maracaibo entra en cuidados intensivos","0"
"Articulista que reivindica el progreso usa la misma foto desde 1996","1"
"El entrenador ha hecho un gran trabajo con el equipo esta temporada.","0"
"Veinteañeros por la salud sexual","0"
"David Puig supera el corte en el US Open e irá a los Juegos con Jon Rahm","0"
"En 2022, el 70% de los niños españoles se llamará Bunbury o Melendi","1"
"Multado por poner a su mujer mirando a Cuenca sin permiso del ayuntamiento","1"
"El Barça podría estar comprando a los delanteros rivales para que no le marquen goles","1"
"El ‘modelo Meloni’ que seduce a Feijóo","0"
"La ciudad más cara del mundo está en un país subdesarrollado","0"
"El misterio del jardinero más esquivo del mundo","0"
"Huellas de Napoleón en Chamartín","0"
"Jornada de Liga: el lobo solitario muere pero la manada sobrevive","1"
"Samuel Sánchez Ordóñez, el diseñador de nanorrobots para curar el cáncer","0"
